"election","election_date","locality","precinct","district","district_type","provisional_ballots","absentee_ballots","in_person_ballots","in_person_curbside_ballots","TotalVoteTurnout","ActiveRegisteredVoters","InactiveRegisteredVoters","TotalRegisteredVoters"
"2018 November General","2018-11-06 00:00:00","HANOVER COUNTY","604 - HANOVER GROVE","01","Congressional","4","0","1151","21","1155","1762","50","1812"
"2018 November General","2018-11-06 00:00:00","HANOVER COUNTY","701 - FARRINGTON","01","Congressional","4","0","1600","16","1604","2371","55","2426"
"2018 November General","2018-11-06 00:00:00","HANOVER COUNTY","702 - MONTPELIER","01","Congressional","3","0","1468","4","1471","2158","63","2221"
"2018 November General","2018-11-06 00:00:00","HANOVER COUNTY","703 - ROCKVILLE","01","Congressional","2","0","1583","4","1585","2271","60","2331"
"2018 November General","2018-11-06 00:00:00","HANOVER COUNTY","704 - ELMONT","01","Congressional","3","0","1678","4","1681","2620","86","2706"
"2018 November General","2018-11-06 00:00:00","HANOVER COUNTY","705 - SOUTH ANNA","01","Congressional","2","0","906","4","908","1355","33","1388"
"2018 November General","2018-11-06 00:00:00","HARRISONBURG CITY","##Central Absentee","00","Local","0","986","0","3","986","0","0","0"
"2018 November General","2018-11-06 00:00:00","HARRISONBURG CITY","##Central Absentee","06","Congressional","0","986","0","3","986","0","0","0"
"2018 November General","2018-11-06 00:00:00","HARRISONBURG CITY","101 - NORTHEAST","06","Congressional","11","0","1903","2","1914","3520","307","3827"
"2018 November General","2018-11-06 00:00:00","HARRISONBURG CITY","102 - EAST CENTRAL","06","Congressional","8","0","936","1","944","1607","128","1735"
"2018 November General","2018-11-06 00:00:00","HARRISONBURG CITY","103 - SOUTHEAST","06","Congressional","51","0","1808","0","1859","3502","333","3835"
"2018 November General","2018-11-06 00:00:00","HARRISONBURG CITY","104 - EAST","06","Congressional","25","0","1718","0","1743","3412","337","3749"
"2018 November General","2018-11-06 00:00:00","HARRISONBURG CITY","105 - South East Central","06","Congressional","39","0","1116","0","1155","2109","1450","3559"
"2018 November General","2018-11-06 00:00:00","HARRISONBURG CITY","201 - NORTHWEST","06","Congressional","7","0","1757","8","1764","3046","175","3221"
"2018 November General","2018-11-06 00:00:00","HARRISONBURG CITY","202 - SOUTHWEST","06","Congressional","18","0","1851","1","1869","3155","185","3340"
"2018 November General","2018-11-06 00:00:00","HARRISONBURG CITY","203 -  WEST","06","Congressional","6","0","1702","2","1708","2855","194","3049"
"2018 November General","2018-11-06 00:00:00","HENRICO COUNTY","##Central Absentee","00","Local","0","11415","0","0","11415","0","0","0"
"2018 November General","2018-11-06 00:00:00","HENRICO COUNTY","##Central Absentee","04","Congressional","0","2385","0","18","2385","0","0","0"
"2018 November General","2018-11-06 00:00:00","HENRICO COUNTY","##Central Absentee","07","Congressional","0","9030","0","62","9030","0","0","0"
"2018 November General","2018-11-06 00:00:00","HENRICO COUNTY","101 - COALPIT","07","Congressional","7","0","2547","0","2554","3790","126","3916"
"2018 November General","2018-11-06 00:00:00","HENRICO COUNTY","102 - DUMBARTON","07","Congressional","10","0","1985","7","1995","3574","370","3944"
"2018 November General","2018-11-06 00:00:00","HENRICO COUNTY","103 - GLEN ALLEN","07","Congressional","5","0","2695","9","2700","4192","208","4400"
"2018 November General","2018-11-06 00:00:00","HENRICO COUNTY","105 - GREENDALE","07","Congressional","8","0","2014","0","2022","3172","232","3404"
"2018 November General","2018-11-06 00:00:00","HENRICO COUNTY","106 - HERMITAGE","07","Congressional","4","0","1888","8","1892","3244","218","3462"
"2018 November General","2018-11-06 00:00:00","HENRICO COUNTY","108 - HUNGARY CREEK","07","Congressional","1","0","2583","66","2584","3865","120","3985"
"2018 November General","2018-11-06 00:00:00","HENRICO COUNTY","109 - HUNTON","07","Congressional","0","0","662","0","662","969","42","1011"
"2018 November General","2018-11-06 00:00:00","HENRICO COUNTY","110 - JOHNSON","07","Congressional","7","0","2086","20","2093","3700","377","4077"
"2018 November General","2018-11-06 00:00:00","HENRICO COUNTY","111 - LAKESIDE","07","Congressional","0","0","2481","0","2481","3818","294","4112"
"2018 November General","2018-11-06 00:00:00","HENRICO COUNTY","112 - LONGAN","07","Congressional","11","0","1741","15","1752","2735","150","2885"
"2018 November General","2018-11-06 00:00:00","HENRICO COUNTY","113 - MAUDE TREVVETT","07","Congressional","0","0","782","1","782","1192","63","1255"
"2018 November General","2018-11-06 00:00:00","HENRICO COUNTY","114 - MONUMENT HILLS","07","Congressional","1","0","770","0","771","1069","46","1115"
"2018 November General","2018-11-06 00:00:00","HENRICO COUNTY","115 - STAPLES MILL","07","Congressional","1","0","2616","120","2617","3934","120","4054"
"2018 November General","2018-11-06 00:00:00","HENRICO COUNTY","117 - WESTWOOD","07","Congressional","0","0","1432","8","1432","2071","101","2172"
"2018 November General","2018-11-06 00:00:00","HENRICO COUNTY","201 - ADAMS","04","Congressional","0","0","1309","44","1309","","",""
"2018 November General","2018-11-06 00:00:00","HENRICO COUNTY","202 - AZALEA","07","Congressional","11","0","1925","26","1936","3603","474","4077"
"2018 November General","2018-11-06 00:00:00","HENRICO COUNTY","203 - BELMONT","07","Congressional","0","0","1555","0","1555","","",""
"2018 November General","2018-11-06 00:00:00","HENRICO COUNTY","204 - BROOKLAND","07","Congressional","3","0","467","2","470","","",""
"2018 November General","2018-11-06 00:00:00","HENRICO COUNTY","205 - CANTERBURY","07","Congressional","1","0","560","0","561","","",""
"2018 November General","2018-11-06 00:00:00","HENRICO COUNTY","206 - CENTRAL GARDENS","04","Congressional","7","0","1630","23","1637","","",""
"2018 November General","2018-11-06 00:00:00","HENRICO COUNTY","207 - CHAMBERLAYNE","07","Congressional","3","0","1780","25","1783","2607","103","2710"
"2018 November General","2018-11-06 00:00:00","HENRICO COUNTY","208 - FAIRFIELD","04","Congressional","9","0","1445","10","1454","2633","340","2973"
"2018 November General","2018-11-06 00:00:00","HENRICO COUNTY","209 - GLEN LEA","04","Congressional","6","0","1108","1","1114","1748","100","1848"
"2018 November General","2018-11-06 00:00:00","HENRICO COUNTY","210 - GREENWOOD","07","Congressional","2","0","1050","3","1052","","",""
"2018 November General","2018-11-06 00:00:00","HENRICO COUNTY","211 - HIGHLAND GARDENS","04","Congressional","4","0","656","5","660","1164","49","1213"
"2018 November General","2018-11-06 00:00:00","HENRICO COUNTY","212 - HOLLYBROOK","07","Congressional","4","0","594","0","598","887","42","929"
"2018 November General","2018-11-06 00:00:00","HENRICO COUNTY","213 - HUNGARY","07","Congressional","3","0","1098","8","1101","1742","75","1817"
"2018 November General","2018-11-06 00:00:00","HENRICO COUNTY","214 - LONGDALE","07","Congressional","2","0","1059","5","1061","1662","114","1776"
"2018 November General","2018-11-06 00:00:00","HENRICO COUNTY","215 - MAPLEWOOD","04","Congressional","0","0","1753","2","1753","2623","148","2771"
"2018 November General","2018-11-06 00:00:00","HENRICO COUNTY","216 - MOODY","07","Congressional","2","0","712","0","714","","",""
"2018 November General","2018-11-06 00:00:00","HENRICO COUNTY","217 - MOUNTAIN","07","Congressional","2","0","536","0","538","828","43","871"
"2018 November General","2018-11-06 00:00:00","HENRICO COUNTY","218 - OAKVIEW","07","Congressional","1","0","110","0","111","247","14","261"
"2018 November General","2018-11-06 00:00:00","HENRICO COUNTY","219 - RANDOLPH","07","Congressional","0","0","236","0","236","","",""
"2018 November General","2018-11-06 00:00:00","HENRICO COUNTY","220 - RATCLIFFE","04","Congressional","4","0","2079","10","2083","","",""
"2018 November General","2018-11-06 00:00:00","HENRICO COUNTY","221 - STRATFORD HALL","07","Congressional","0","0","246","0","246","402","17","419"
"2018 November General","2018-11-06 00:00:00","HENRICO COUNTY","222 - WILDER","07","Congressional","4","0","1364","4","1368","1954","76","2030"
"2018 November General","2018-11-06 00:00:00","HENRICO COUNTY","223 - YELLOW TAVERN","07","Congressional","11","0","2104","14","2115","3457","229","3686"
"2018 November General","2018-11-06 00:00:00","HENRICO COUNTY","224 - ESSEX VILLAGE","04","Congressional","1","0","383","0","384","1003","111","1114"
"2018 November General","2018-11-06 00:00:00","HENRICO COUNTY","301 - CAUSEWAY","07","Congressional","2","0","1445","0","1447","2211","125","2336"
"2018 November General","2018-11-06 00:00:00","HENRICO COUNTY","302 - CEDARFIELD","07","Congressional","8","0","1841","0","1849","2612","87","2699"
"2018 November General","2018-11-06 00:00:00","HENRICO COUNTY","303 - INNSBROOK","07","Congressional","3","0","2004","0","2007","2940","118","3058"
"2018 November General","2018-11-06 00:00:00","HENRICO COUNTY","304 - JACKSON DAVIS","07","Congressional","10","0","1131","0","1141","1753","94","1847"
"2018 November General","2018-11-06 00:00:00","HENRICO COUNTY","305 - NUCKOLS FARM","07","Congressional","4","0","2260","49","2264","3256","113","3369"
"2018 November General","2018-11-06 00:00:00","HENRICO COUNTY","306 - POCAHONTAS","07","Congressional","6","0","1774","2","1780","2777","210","2987"
"2018 November General","2018-11-06 00:00:00","HENRICO COUNTY","307 - RIDGE","07","Congressional","1","0","1028","0","1029","1621","101","1722"
"2018 November General","2018-11-06 00:00:00","HENRICO COUNTY","308 - RIVERS EDGE","07","Congressional","7","0","2067","9","2074","2946","98","3044"
"2018 November General","2018-11-06 00:00:00","HENRICO COUNTY","309 - SADLER","07","Congressional","7","0","2009","2","2016","3084","163","3247"
"2018 November General","2018-11-06 00:00:00","HENRICO COUNTY","310 - SHADY GROVE","07","Congressional","13","0","2184","0","2197","3328","162","3490"
"2018 November General","2018-11-06 00:00:00","HENRICO COUNTY","311 - SHORT PUMP","07","Congressional","6","0","2671","22","2677","","",""
"2018 November General","2018-11-06 00:00:00","HENRICO COUNTY","312 - SPRINGFIELD","07","Congressional","2","0","1261","0","1263","2071","150","2221"
"2018 November General","2018-11-06 00:00:00","HENRICO COUNTY","313 - STONEY RUN","07","Congressional","3","0","2587","0","2590","3872","217","4089"
"2018 November General","2018-11-06 00:00:00","HENRICO COUNTY","314 - THREE CHOPT","07","Congressional","6","0","1861","5","1867","2907","139","3046"
"2018 November General","2018-11-06 00:00:00","HENRICO COUNTY","315 - TUCKER","07","Congressional","0","0","2009","7","2009","3647","420","4067"
"2018 November General","2018-11-06 00:00:00","HENRICO COUNTY","401 - QUIOCCASIN ","07","Congressional","14","0","1923","8","1937","2968","163","3131"
"2018 November General","2018-11-06 00:00:00","HENRICO COUNTY","402 - CRESTVIEW","07","Congressional","2","0","1515","0","1517","2442","172","2614"
"2018 November General","2018-11-06 00:00:00","HENRICO COUNTY","403 - DERBYSHIRE","07","Congressional","3","0","1420","6","1423","1887","55","1942"
"2018 November General","2018-11-06 00:00:00","HENRICO COUNTY","404 - FREEMAN","07","Congressional","3","0","1245","4","1248","1752","97","1849"
"2018 November General","2018-11-06 00:00:00","HENRICO COUNTY","405 - GAYTON","07","Congressional","3","0","2119","15","2122","3206","134","3340"
"2018 November General","2018-11-06 00:00:00","HENRICO COUNTY","406 - GODWIN","07","Congressional","5","0","1669","4","1674","2361","107","2468"
"2018 November General","2018-11-06 00:00:00","HENRICO COUNTY","407 - LAKEWOOD","07","Congressional","9","0","1356","6","1365","2124","134","2258"
"2018 November General","2018-11-06 00:00:00","HENRICO COUNTY","408 - LAUDERDALE","07","Congressional","5","0","1599","22","1604","2588","166","2754"
"2018 November General","2018-11-06 00:00:00","HENRICO COUNTY","409 - MAYBEURY","07","Congressional","5","0","1842","2","1847","2723","143","2866"
"2018 November General","2018-11-06 00:00:00","HENRICO COUNTY","410 - MOORELAND","07","Congressional","1","0","1133","2","1134","1694","66","1760"
"2018 November General","2018-11-06 00:00:00","HENRICO COUNTY","411 - PEMBERTON","07","Congressional","6","0","1476","14","1482","2405","143","2548"
"2018 November General","2018-11-06 00:00:00","HENRICO COUNTY","412 - PINCHBECK","07","Congressional","0","0","1966","0","1966","3238","198","3436"
"2018 November General","2018-11-06 00:00:00","HENRICO COUNTY","413 - RIDGEFIELD","07","Congressional","1","0","2150","0","2151","3075","133","3208"
"2018 November General","2018-11-06 00:00:00","HENRICO COUNTY","414 - ROLLINGWOOD","07","Congressional","1","0","1378","5","1379","1870","53","1923"
"2018 November General","2018-11-06 00:00:00","HENRICO COUNTY","415 - SKIPWITH","07","Congressional","5","0","966","1","971","1511","105","1616"
"2018 November General","2018-11-06 00:00:00","HENRICO COUNTY","416 - SPOTTSWOOD","07","Congressional","4","0","793","0","797","1058","41","1099"
"2018 November General","2018-11-06 00:00:00","HENRICO COUNTY","417 - TUCKAHOE","07","Congressional","6","0","2526","9","2532","3624","94","3718"
"2018 November General","2018-11-06 00:00:00","HENRICO COUNTY","418 - WELBORNE","07","Congressional","0","0","1218","1","1218","1904","166","2070"
"2018 November General","2018-11-06 00:00:00","HENRICO COUNTY","419 - WEST END","07","Congressional","4","0","1777","2","1781","2645","155","2800"
"2018 November General","2018-11-06 00:00:00","HENRICO COUNTY","501 - ANTIOCH","04","Congressional","3","0","1261","3","1264","1831","64","1895"
"2018 November General","2018-11-06 00:00:00","HENRICO COUNTY","502 - CEDAR FORK","04","Congressional","0","0","773","2","773","1343","70","1413"
"2018 November General","2018-11-06 00:00:00","HENRICO COUNTY","503 - CHICKAHOMINY","04","Congressional","5","0","1436","15","1441","2418","106","2524"
"2018 November General","2018-11-06 00:00:00","HENRICO COUNTY","504 - DONAHOE","04","Congressional","2","0","1038","2","1040","1817","109","1926"
"2018 November General","2018-11-06 00:00:00","HENRICO COUNTY","505 - DOREY","04","Congressional","6","0","1705","7","1711","","",""
"2018 November General","2018-11-06 00:00:00","HENRICO COUNTY","506 - EANES","04","Congressional","3","0","1472","8","1475","2688","203","2891"
"2018 November General","2018-11-06 00:00:00","HENRICO COUNTY","507 - ELKO","04","Congressional","1","0","456","1","457","710","22","732"
"2018 November General","2018-11-06 00:00:00","HENRICO COUNTY","508 - HIGHLAND SPRINGS","04","Congressional","7","0","1167","6","1174","2361","152","2513"
"2018 November General","2018-11-06 00:00:00","HENRICO COUNTY","509 - LABURNUM","04","Congressional","2","0","1242","0","1244","","",""
"2018 November General","2018-11-06 00:00:00","HENRICO COUNTY","510 - MEHFOUD","04","Congressional","1","0","1373","3","1374","2098","115","2213"
"2018 November General","2018-11-06 00:00:00","HENRICO COUNTY","511 - MONTROSE","04","Congressional","11","0","2367","81","2378","4397","282","4679"
"2018 November General","2018-11-06 00:00:00","HENRICO COUNTY","512 - NINE MILE","04","Congressional","4","0","698","2","702","1353","77","1430"
"2018 November General","2018-11-06 00:00:00","HENRICO COUNTY","513 - PLEASANTS","04","Congressional","1","0","1841","9","1842","","",""
"2018 November General","2018-11-06 00:00:00","HENRICO COUNTY","514 - ROLFE","04","Congressional","9","0","3054","8","3063","","",""
"2018 November General","2018-11-06 00:00:00","HENRICO COUNTY","515 - SANDSTON","04","Congressional","1","0","1163","2","1164","","",""
"2018 November General","2018-11-06 00:00:00","HENRICO COUNTY","516 - SULLIVANS","04","Congressional","0","0","1287","7","1287","","",""
"2018 November General","2018-11-06 00:00:00","HENRICO COUNTY","517 - TOWN HALL","04","Congressional","1","0","628","2","629","","",""
"2018 November General","2018-11-06 00:00:00","HENRICO COUNTY","518 - WHITLOCKS","04","Congressional","4","0","1377","4","1381","","",""
"2018 November General","2018-11-06 00:00:00","HENRY COUNTY","##Central Absentee","00","Local","0","1045","0","0","1045","0","0","0"
"2018 November General","2018-11-06 00:00:00","HENRY COUNTY","##Central Absentee","05","Congressional","0","314","0","0","314","0","0","0"
"2018 November General","2018-11-06 00:00:00","HENRY COUNTY","##Central Absentee","09","Congressional","0","731","0","0","731","0","0","0"
"2018 November General","2018-11-06 00:00:00","HENRY COUNTY","101 - BASSETT NUMBER TWO","09","Congressional","0","0","391","3","391","834","55","889"
"2018 November General","2018-11-06 00:00:00","HENRY COUNTY","102 - GUNVILLE","09","Congressional","0","0","744","0","744","1569","104","1673"
"2018 November General","2018-11-06 00:00:00","HENRY COUNTY","103 - SCOTT'S TANYARD","09","Congressional","1","0","1272","5","1273","2499","141","2640"
"2018 November General","2018-11-06 00:00:00","HENRY COUNTY","201 - FIELDALE","09","Congressional","0","0","498","2","498","962","53","1015"
"2018 November General","2018-11-06 00:00:00","HENRY COUNTY","202 - HORSEPASTURE #1","09","Congressional","2","0","884","6","886","1627","82","1709"
"2018 November General","2018-11-06 00:00:00","HENRY COUNTY","203 - HORSEPASTURE #2","09","Congressional","1","0","810","10","811","1474","77","1551"
"2018 November General","2018-11-06 00:00:00","HENRY COUNTY","204 - SPENCER","09","Congressional","0","0","934","6","934","1726","67","1793"
"2018 November General","2018-11-06 00:00:00","HENRY COUNTY","302 - AXTON","05","Congressional","1","0","606","1","607","1050","70","1120"
"2018 November General","2018-11-06 00:00:00","HENRY COUNTY","303 - IRISBURG","05","Congressional","0","0","1061","6","1061","2076","114","2190"
"2018 November General","2018-11-06 00:00:00","HENRY COUNTY","304 - MOUNT OLIVET","05","Congressional","0","0","1219","6","1219","1964","101","2065"
"2018 November General","2018-11-06 00:00:00","HENRY COUNTY","304 - MOUNT OLIVET","09","Congressional","0","0","4","0","4","1964","101","2065"
"2018 November General","2018-11-06 00:00:00","HENRY COUNTY","305 - MOUNTAIN VALLEY","05","Congressional","0","0","545","2","545","991","57","1048"
"2018 November General","2018-11-06 00:00:00","HENRY COUNTY","401 - COLLINSVILLE NUMBER 1","09","Congressional","0","0","558","1","558","1100","76","1176"
"2018 November General","2018-11-06 00:00:00","HENRY COUNTY","402 - DANIELS CREEK","09","Congressional","0","0","622","1","622","1319","85","1404"
"2018 November General","2018-11-06 00:00:00","HENRY COUNTY","404 - COLLINSVILLE NUMBER 2","09","Congressional","0","0","1053","1","1053","1992","125","2117"
"2018 November General","2018-11-06 00:00:00","HENRY COUNTY","405 - MOUNTAIN VIEW","05","Congressional","0","0","612","3","612","1064","51","1115"
"2018 November General","2018-11-06 00:00:00","HENRY COUNTY","501 - BASSETT NUMBER ONE","09","Congressional","0","0","474","1","474","950","59","1009"
"2018 November General","2018-11-06 00:00:00","HENRY COUNTY","502 - FIGSBORO","09","Congressional","1","0","685","2","686","1191","71","1262"
"2018 November General","2018-11-06 00:00:00","HENRY COUNTY","503 - STANLEYTOWN","09","Congressional","0","0","1001","1","1001","1921","64","1985"
"2018 November General","2018-11-06 00:00:00","HENRY COUNTY","504 - OAK LEVEL","09","Congressional","0","0","386","0","386","683","34","717"
"2018 November General","2018-11-06 00:00:00","HENRY COUNTY","505 - DYERS STORE","05","Congressional","0","0","57","0","57","719","46","765"
"2018 November General","2018-11-06 00:00:00","HENRY COUNTY","505 - DYERS STORE","09","Congressional","0","0","357","3","357","719","46","765"
"2018 November General","2018-11-06 00:00:00","HENRY COUNTY","601 - FONTAINE","09","Congressional","0","0","884","4","884","1531","83","1614"
"2018 November General","2018-11-06 00:00:00","HENRY COUNTY","602 - HILLCREST","09","Congressional","0","0","347","0","347","747","52","799"
"2018 November General","2018-11-06 00:00:00","HENRY COUNTY","603 - RIDGEWAY #1","05","Congressional","0","0","979","1","979","1935","129","2064"
"2018 November General","2018-11-06 00:00:00","HENRY COUNTY","604 - RIDGEWAY #2","09","Congressional","0","0","748","1","748","1372","80","1452"
"2018 November General","2018-11-06 00:00:00","HIGHLAND COUNTY","001 - MONTEREY","06","Congressional","0","29","362","0","391","590","15","605"
"2018 November General","2018-11-06 00:00:00","HIGHLAND COUNTY","003 - WILSONS MILL","06","Congressional","0","15","80","0","95","138","1","139"
"2018 November General","2018-11-06 00:00:00","HIGHLAND COUNTY","005 - BLUE GRASS","06","Congressional","0","14","211","0","225","326","7","333"
"2018 November General","2018-11-06 00:00:00","HIGHLAND COUNTY","007 - MILL GAP","06","Congressional","0","10","132","2","142","196","2","198"
"2018 November General","2018-11-06 00:00:00","HIGHLAND COUNTY","008 - MCDOWELL","06","Congressional","0","16","245","0","261","385","4","389"
"2018 November General","2018-11-06 00:00:00","HIGHLAND COUNTY","010 - HEADWATERS","06","Congressional","0","7","72","0","79","111","4","115"
"2018 November General","2018-11-06 00:00:00","HOPEWELL CITY","##Central Absentee","00","Local","0","446","0","5","446","0","0","0"
"2018 November General","2018-11-06 00:00:00","HOPEWELL CITY","##Central Absentee","04","Congressional","0","446","0","5","446","0","0","0"
"2018 November General","2018-11-06 00:00:00","HOPEWELL CITY","101 - WARD ONE","04","Congressional","0","0","722","0","722","1725","162","1887"
"2018 November General","2018-11-06 00:00:00","HOPEWELL CITY","201 - WARD TWO","04","Congressional","1","0","669","0","670","","",""
"2018 November General","2018-11-06 00:00:00","HOPEWELL CITY","301 - WARD THREE","04","Congressional","0","0","1159","0","1159","2094","134","2228"
"2018 November General","2018-11-06 00:00:00","HOPEWELL CITY","401 - WARD FOUR","04","Congressional","2","0","1382","0","1384","2641","173","2814"
"2018 November General","2018-11-06 00:00:00","HOPEWELL CITY","501 - WARD FIVE","04","Congressional","0","0","946","0","946","1841","136","1977"
"2018 November General","2018-11-06 00:00:00","HOPEWELL CITY","601 - WARD SIX","04","Congressional","2","0","803","0","805","","",""
"2018 November General","2018-11-06 00:00:00","HOPEWELL CITY","701 - WARD SEVEN","04","Congressional","0","0","794","0","794","","",""
"2018 November General","2018-11-06 00:00:00","ISLE OF WIGHT COUNTY","##Central Absentee","00","Local","0","983","0","14","983","0","0","0"
"2018 November General","2018-11-06 00:00:00","ISLE OF WIGHT COUNTY","##Central Absentee","03","Congressional","0","983","0","14","983","0","0","0"
"2018 November General","2018-11-06 00:00:00","ISLE OF WIGHT COUNTY","101 - SMITHFIELD","03","Congressional","3","0","1978","15","1981","3141","156","3297"
"2018 November General","2018-11-06 00:00:00","ISLE OF WIGHT COUNTY","102 - CYPRESS CREEK","03","Congressional","7","0","1602","3","1609","2572","145","2717"
"2018 November General","2018-11-06 00:00:00","ISLE OF WIGHT COUNTY","201 - BARTLETT","03","Congressional","0","0","1948","5","1948","3097","173","3270"
"2018 November General","2018-11-06 00:00:00","ISLE OF WIGHT COUNTY","202 - CARROLLTON","03","Congressional","4","0","2003","9","2007","3478","289","3767"
"2018 November General","2018-11-06 00:00:00","ISLE OF WIGHT COUNTY","301 - RUSHMERE","03","Congressional","1","0","1410","32","1411","2301","122","2423"
"2018 November General","2018-11-06 00:00:00","ISLE OF WIGHT COUNTY","302 - PONS","03","Congressional","3","0","1397","33","1400","2593","152","2745"
"2018 November General","2018-11-06 00:00:00","ISLE OF WIGHT COUNTY","401 - COURTHOUSE","03","Congressional","0","0","579","2","579","1054","50","1104"
"2018 November General","2018-11-06 00:00:00","ISLE OF WIGHT COUNTY","402 - WINDSOR","03","Congressional","0","0","1159","4","1159","2079","132","2211"
"2018 November General","2018-11-06 00:00:00","ISLE OF WIGHT COUNTY","403 - LONGVIEW","03","Congressional","4","0","1139","3","1143","1907","100","2007"
"2018 November General","2018-11-06 00:00:00","ISLE OF WIGHT COUNTY","501 - WALTERS","03","Congressional","1","0","642","3","643","1095","55","1150"
"2018 November General","2018-11-06 00:00:00","ISLE OF WIGHT COUNTY","502 - CAMPS MILL","03","Congressional","0","0","322","0","322","","",""
"2018 November General","2018-11-06 00:00:00","ISLE OF WIGHT COUNTY","503 - CARRSVILLE","03","Congressional","1","0","463","5","464","","",""
"2018 November General","2018-11-06 00:00:00","ISLE OF WIGHT COUNTY","504 - ZUNI","03","Congressional","2","0","810","5","812","1505","82","1587"
"2018 November General","2018-11-06 00:00:00","ISLE OF WIGHT COUNTY","505 - RAYNOR","03","Congressional","0","0","449","2","449","790","34","824"
"2018 November General","2018-11-06 00:00:00","JAMES CITY COUNTY","##Central Absentee","00","Local","0","4698","0","0","4698","0","0","0"
"2018 November General","2018-11-06 00:00:00","JAMES CITY COUNTY","##Central Absentee","01","Congressional","0","3552","0","0","3552","0","0","0"
"2018 November General","2018-11-06 00:00:00","JAMES CITY COUNTY","##Central Absentee","02","Congressional","0","1146","0","0","1146","0","0","0"
"2018 November General","2018-11-06 00:00:00","JAMES CITY COUNTY","101 - BERKELEY A","01","Congressional","5","0","2222","8","2227","3302","142","3444"
"2018 November General","2018-11-06 00:00:00","JAMES CITY COUNTY","102 - BERKELEY B","01","Congressional","3","0","1490","6","1493","2365","141","2506"
"2018 November General","2018-11-06 00:00:00","JAMES CITY COUNTY","103 - BERKELEY C","01","Congressional","4","0","2982","7","2986","4746","221","4967"
"2018 November General","2018-11-06 00:00:00","JAMES CITY COUNTY","104- BERKELEY D","02","Congressional","1","0","703","1","704","1074","121","1195"
"2018 November General","2018-11-06 00:00:00","JAMES CITY COUNTY","201 - JAMESTOWN A","02","Congressional","2","0","660","4","662","1069","99","1168"
"2018 November General","2018-11-06 00:00:00","JAMES CITY COUNTY","202 - JAMESTOWN B","01","Congressional","4","0","2069","0","2073","3638","397","4035"
"2018 November General","2018-11-06 00:00:00","JAMES CITY COUNTY","202 - JAMESTOWN B","02","Congressional","4","0","3","0","7","3638","397","4035"
"2018 November General","2018-11-06 00:00:00","JAMES CITY COUNTY","203 - JAMESTOWN C","01","Congressional","4","0","1761","24","1765","2762","196","2958"
"2018 November General","2018-11-06 00:00:00","JAMES CITY COUNTY","204 - JAMESTOWN D","01","Congressional","2","0","2459","17","2461","3639","145","3784"
"2018 November General","2018-11-06 00:00:00","JAMES CITY COUNTY","301 - POWHATAN A","01","Congressional","5","0","2542","48","2547","3947","190","4137"
"2018 November General","2018-11-06 00:00:00","JAMES CITY COUNTY","302 - POWHATAN B","01","Congressional","4","0","728","0","732","1282","62","1344"
"2018 November General","2018-11-06 00:00:00","JAMES CITY COUNTY","303 - POWHATAN C","01","Congressional","9","0","866","6","875","1470","58","1528"
"2018 November General","2018-11-06 00:00:00","JAMES CITY COUNTY","304 - POWHATAN D","01","Congressional","0","0","2036","40","2036","3555","302","3857"
"2018 November General","2018-11-06 00:00:00","JAMES CITY COUNTY","401 - STONEHOUSE A","01","Congressional","9","0","2416","0","2425","3910","196","4106"
"2018 November General","2018-11-06 00:00:00","JAMES CITY COUNTY","402 - STONEHOUSE B","01","Congressional","2","0","3259","32","3261","5106","244","5350"
"2018 November General","2018-11-06 00:00:00","JAMES CITY COUNTY","403 - STONEHOUSE C","01","Congressional","5","0","2126","0","2131","3232","144","3376"
"2018 November General","2018-11-06 00:00:00","JAMES CITY COUNTY","501 - ROBERTS A","02","Congressional","3","0","1008","8","1011","1876","223","2099"
"2018 November General","2018-11-06 00:00:00","JAMES CITY COUNTY","502 - ROBERTS B","02","Congressional","1","0","2348","7","2349","3710","160","3870"
"2018 November General","2018-11-06 00:00:00","JAMES CITY COUNTY","503 - ROBERTS C","02","Congressional","2","0","387","0","389","748","98","846"
"2018 November General","2018-11-06 00:00:00","JAMES CITY COUNTY","504 - ROBERTS D","01","Congressional","8","0","18","0","26","3315","212","3527"
"2018 November General","2018-11-06 00:00:00","JAMES CITY COUNTY","504 - ROBERTS D","02","Congressional","8","0","2162","25","2170","3315","212","3527"
"2018 November General","2018-11-06 00:00:00","KING & QUEEN COUNTY","##Central Absentee","00","Local","0","203","0","5","203","0","0","0"
"2018 November General","2018-11-06 00:00:00","KING & QUEEN COUNTY","##Central Absentee","01","Congressional","0","203","0","5","203","0","0","0"
"2018 November General","2018-11-06 00:00:00","KING & QUEEN COUNTY","101 - OWENTON","01","Congressional","0","0","536","3","536","920","40","960"
"2018 November General","2018-11-06 00:00:00","KING & QUEEN COUNTY","201 - CLARKS","01","Congressional","1","0","592","0","593","1011","33","1044"
"2018 November General","2018-11-06 00:00:00","KING & QUEEN COUNTY","301 - SHACKLEFORDS","01","Congressional","1","0","570","8","571","974","49","1023"
"2018 November General","2018-11-06 00:00:00","KING & QUEEN COUNTY","401 - COURTHOUSE","01","Congressional","0","0","582","2","582","1033","30","1063"
"2018 November General","2018-11-06 00:00:00","KING & QUEEN COUNTY","501 - OLDMILL","01","Congressional","0","0","497","4","497","909","27","936"
