"election","election_date","locality","precinct","district","district_type","provisional_ballots","absentee_ballots","in_person_ballots","in_person_curbside_ballots","TotalVoteTurnout","ActiveRegisteredVoters","InactiveRegisteredVoters","TotalRegisteredVoters"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","218 - VIENNA #6","11","Congressional","0","0","1422","14","1422","","",""
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","219 - WESTBRIAR","11","Congressional","0","0","2210","2","2210","3607","285","3890"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","220 - DOGWOOD","11","Congressional","0","0","2649","7","2649","4163","386","4548"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","221 - HUNTERS WOODS","11","Congressional","0","0","1712","6","1712","2691","142","2832"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","222 - RESTON #3","11","Congressional","0","0","1423","0","1423","2164","220","2381"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","223 - GLADE","11","Congressional","0","0","2498","7","2498","3738","315","4052"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","224 - SOUTH LAKES","11","Congressional","0","0","2830","0","2830","4498","483","4981"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","225 - HUGHES","11","Congressional","0","0","2432","5","2432","3842","590","4428"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","226 - WOLFTRAP","11","Congressional","0","0","2279","9","2279","3483","191","3673"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","227 - SUNRISE VALLEY","11","Congressional","0","0","1141","3","1141","1791","96","1887"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","229 - FOX MILL","10","Congressional","0","0","3010","2","3010","4545","337","4882"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","233 - NORTH POINT","11","Congressional","0","0","2105","3","2105","3387","206","3593"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","234 - ALDRIN","11","Congressional","0","0","1764","4","1764","2726","346","3072"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","235 - FRYING PAN","11","Congressional","0","0","1932","1","1932","2952","263","3212"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","236 - STUART","11","Congressional","0","0","900","0","900","1348","128","1476"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","237 - MCNAIR","11","Congressional","0","0","2253","7","2253","3502","642","4139"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","238 - CAMERON GLEN","11","Congressional","0","0","1978","0","1978","3733","536","4267"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","240 - COLVIN","10","Congressional","0","0","1577","7","1577","2497","123","2620"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","301 - CHAIN BRIDGE","10","Congressional","0","0","1743","20","1743","3467","242","3709"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","302 - CHESTERBROOK","08","Congressional","0","0","1516","7","1516","2669","123","2792"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","303 - CHURCHILL","10","Congressional","0","0","884","4","884","1479","74","1553"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","304 - COOPER","10","Congressional","0","0","1176","0","1176","2353","144","2496"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","305 - EL NIDO","08","Congressional","0","0","1290","4","1290","2288","148","2436"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","306 - GREAT FALLS","10","Congressional","0","0","1270","3","1270","2083","120","2203"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","307 - HAYCOCK","08","Congressional","0","0","1487","3","1487","2463","158","2621"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","309 - KENMORE","10","Congressional","0","0","1972","2","1972","3893","192","4084"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","310 - KIRBY","08","Congressional","0","0","1192","5","1192","2142","151","2292"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","311 - LANGLEY","10","Congressional","0","0","1137","3","1137","2218","118","2334"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","312 - LONGFELLOW","08","Congressional","0","0","1510","5","1510","2614","201","2814"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","314 - MCLEAN","10","Congressional","0","0","1303","25","1303","2581","199","2780"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","315 - PIMMIT","08","Congressional","0","0","2168","4","2168","3179","441","3619"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","316 - SALONA #1","08","Congressional","0","0","560","6","560","996","57","1053"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","317 - WESTHAMPTON","08","Congressional","0","0","1384","12","1384","2223","206","2427"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","318 - WESTMORELAND","08","Congressional","0","0","868","3","868","1476","95","1571"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","319 - HERNDON #1","11","Congressional","0","0","2636","9","2636","","",""
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","320 - HERNDON #2","11","Congressional","0","0","2745","5","2745","","",""
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","321 - CLEARVIEW","10","Congressional","0","0","2668","0","2668","3968","250","4218"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","322 - FORESTVILLE","10","Congressional","0","0","1947","6","1947","3187","180","3366"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","323 - SHOUSE","10","Congressional","0","0","1378","5","1378","2225","126","2350"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","324 - HERNDON #3","11","Congressional","0","0","2332","10","2332","","",""
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","325 - HUTCHISON","11","Congressional","0","0","1493","7","1493","2232","436","2668"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","327 - SUGARLAND","10","Congressional","0","0","2332","18","2332","3600","206","3805"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","328 - HICKORY","10","Congressional","0","0","1929","0","1929","3269","193","3461"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","329 - SENECA","10","Congressional","0","0","2124","0","2124","3463","209","3670"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","331 - SPRING HILL","10","Congressional","0","0","1233","10","1233","2335","89","2424"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","332 - COATES","11","Congressional","0","0","2247","0","2247","3567","641","4207"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","333 - SALONA #2","08","Congressional","0","0","956","4","956","1733","104","1837"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","401 - BUSH HILL","08","Congressional","0","0","2143","16","2143","3300","243","3542"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","402 - CAMERON","08","Congressional","0","0","771","0","771","1131","79","1209"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","403 - FORESTDALE","08","Congressional","0","0","874","0","874","1367","128","1495"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","404 - FRANCONIA","08","Congressional","0","0","2206","2","2206","3604","335","3938"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","405 - GROVETON","08","Congressional","0","0","1337","6","1337","1998","247","2244"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","406 - HAYFIELD","08","Congressional","0","0","1564","5","1564","2338","170","2507"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","408 - MOUNT EAGLE","08","Congressional","0","0","1576","7","1576","2466","328","2791"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","409 - PIONEER","08","Congressional","0","0","2478","13","2478","3739","469","4207"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","410 - ROSE HILL","08","Congressional","0","0","2863","15","2863","4385","361","4745"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","411 - VIRGINIA HILLS","08","Congressional","0","0","1527","6","1527","2304","175","2479"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","413 - FAIRFIELD","08","Congressional","0","0","1497","10","1497","2417","284","2700"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","415 - CRESTWOOD","08","Congressional","0","0","1766","9","1766","2535","162","2694"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","417 - GARFIELD","08","Congressional","0","0","2373","7","2373","3696","328","4020"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","418 - LYNBROOK","08","Congressional","0","0","1425","3","1425","2082","141","2223"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","419 - LANE","08","Congressional","0","0","2161","5","2161","3377","354","3731"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","420 - VILLAGES","08","Congressional","0","0","2522","0","2522","3983","431","4410"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","421 - KINGSTOWNE","08","Congressional","0","0","2236","3","2236","3784","582","4364"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","422 - VAN DORN","08","Congressional","0","0","2301","4","2301","3700","504","4199"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","423 - CLERMONT","08","Congressional","0","0","1758","5","1758","2610","162","2770"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","424 - HUNTLEY","08","Congressional","0","0","1732","4","1732","2603","330","2932"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","426 - GREENSPRING","11","Congressional","0","0","1355","0","1355","1812","73","1883"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","427 - ISLAND CREEK","08","Congressional","0","0","1708","4","1708","2514","283","2795"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","428 - PINEWOOD","08","Congressional","0","0","1774","27","1774","3117","360","3475"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","429 - HYBLA VALLEY","08","Congressional","0","0","2082","30","2082","3403","405","3805"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","501 - BAILEYS","08","Congressional","0","0","2093","7","2093","3284","279","3562"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","502 - BARCROFT","11","Congressional","0","0","851","3","851","1382","89","1470"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","503 - BELVEDERE","11","Congressional","0","0","1008","6","1008","1651","88","1738"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","504 - BRISTOW","11","Congressional","0","0","1763","8","1763","2570","212","2782"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","505 - GLEN FOREST","08","Congressional","0","0","1811","4","1811","2838","226","3064"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","506 - HOLMES #1","08","Congressional","0","0","445","0","445","685","51","735"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","507 - LINCOLNIA","08","Congressional","0","0","1977","2","1977","3272","418","3689"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","508 - MASONVILLE","11","Congressional","0","0","1810","9","1810","2833","189","3022"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","509 - PLAZA","08","Congressional","0","0","701","0","701","986","83","1069"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","510 - PARKLAWN","08","Congressional","0","0","1427","0","1427","2191","164","2354"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","511 - RAVENWOOD","11","Congressional","0","0","1575","3","1575","2458","138","2596"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","512 - SLEEPY HOLLOW","11","Congressional","0","0","944","3","944","1467","84","1551"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","513 - SAINT ALBANS","08","Congressional","0","0","552","0","552","2530","141","2670"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","513 - SAINT ALBANS","11","Congressional","0","0","1041","10","1041","2530","141","2670"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","514 - CROSSROADS","08","Congressional","0","0","734","2","734","1202","146","1346"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","515 - WESTLAWN","08","Congressional","0","0","1181","3","1181","1686","96","1782"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","516 - WEYANOKE","08","Congressional","0","0","1966","0","1966","3087","395","3482"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","517 - WILLSTON","08","Congressional","0","0","1242","2","1242","1903","196","2097"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","518 - COLUMBIA","11","Congressional","0","0","1837","8","1837","2929","224","3150"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","519 - HUMMER","11","Congressional","0","0","1214","2","1214","1929","144","2072"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","520 - SKYLINE","08","Congressional","0","0","1503","1","1503","2551","336","2887"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","521 - BROOK HILL","08","Congressional","0","0","1472","17","1472","2241","192","2433"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","522 - CAMELOT","11","Congressional","0","0","970","1","970","1408","84","1491"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","523 - POE","08","Congressional","0","0","1633","5","1633","2670","218","2887"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","525 - WALNUT HILL","08","Congressional","0","0","2247","6","2247","3488","350","3834"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","526 - BREN MAR","08","Congressional","0","0","2204","0","2204","3436","481","3913"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","527 - EDSALL","08","Congressional","0","0","1400","7","1400","2104","162","2266"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","528 - RIDGELEA","11","Congressional","0","0","821","13","821","1286","76","1361"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","530 - HOLMES #2","11","Congressional","0","0","1189","3","1189","1820","233","2050"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","601 - BELLE HAVEN","08","Congressional","0","0","1421","3","1421","2252","180","2431"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","602 - BELLEVIEW","08","Congressional","0","0","1482","14","1482","2289","309","2596"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","604 - BUCKNELL","08","Congressional","0","0","2133","9","2133","3745","774","4518"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","605 - FORT HUNT","08","Congressional","0","0","1515","7","1515","2373","116","2486"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","606 - HOLLIN HALL","08","Congressional","0","0","1647","6","1647","2647","142","2787"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","607 - HUNTINGTON","08","Congressional","0","0","2391","3","2391","4191","781","4968"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","608 - KIRKSIDE","08","Congressional","0","0","1218","3","1218","2048","200","2248"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","609 - MARLAN","08","Congressional","0","0","1436","2","1436","2255","191","2443"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","610 - SHERWOOD","08","Congressional","0","0","1254","0","1254","2237","248","2484"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","611 - STRATFORD","08","Congressional","0","0","1758","5","1758","3016","197","3212"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","612 - WAYNEWOOD","08","Congressional","0","0","901","2","901","1360","78","1438"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","613 - WESTGATE","08","Congressional","0","0","2353","14","2353","4135","497","4628"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","614 - RIVERSIDE","08","Congressional","0","0","1374","4","1374","2144","137","2280"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","615 - WOODLEY","08","Congressional","0","0","1802","19","1802","2930","271","3201"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","616 - GUNSTON","08","Congressional","0","0","1652","1","1652","2446","210","2656"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","617 - LORTON","08","Congressional","0","0","1436","5","1436","2336","288","2624"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","618 - NEWINGTON","11","Congressional","0","0","3340","5","3340","4982","420","5401"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","619 - BELVOIR","08","Congressional","0","0","1456","1","1456","","",""
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","621 - GROSVENOR","08","Congressional","0","0","1475","0","1475","2319","540","2858"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","622 - LORTON STATION","08","Congressional","0","0","2184","7","2184","3531","427","3953"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","623 - ALBAN","08","Congressional","0","0","1968","2","1968","2886","263","3147"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","625 - LORTON CENTER","08","Congressional","0","0","1308","5","1308","","",""
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","626 - SARATOGA","08","Congressional","0","0","2374","10","2374","3561","294","3852"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","627 - WOODLAWN","08","Congressional","0","0","2526","4","2526","4075","875","4947"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","628 - LAUREL HILL","11","Congressional","0","0","2500","0","2500","4103","391","4493"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","629 - SOUTH COUNTY","11","Congressional","0","0","1914","4","1914","3043","206","3248"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","701 - BLAKE","11","Congressional","0","0","2768","21","2768","4499","639","5137"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","703 - FORT BUFFALO","08","Congressional","0","0","1339","5","1339","1886","151","2036"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","704 - FREEDOM HILL","11","Congressional","0","0","1417","4","1417","2222","147","2368"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","705 - GRAHAM - GREENWAY","08","Congressional","0","0","2444","0","2444","3454","312","3762"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","707 - MANTUA","11","Congressional","0","0","1409","2","1409","2313","203","2516"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","708 - MARSHALL","08","Congressional","0","0","3056","10","3056","4794","752","5543"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","709 - MOSBY","11","Congressional","0","0","2023","2","2023","3386","376","3759"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","710 - PINE SPRING","08","Congressional","0","0","1565","2","1565","2241","300","2541"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","711 - PRICE","11","Congressional","0","0","1328","5","1328","2104","189","2289"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","712 - SHREVE","08","Congressional","0","0","993","2","993","1464","97","1559"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","713 - TIMBER LANE","08","Congressional","0","0","2025","5","2025","3102","354","3453"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","714 - WALKER","11","Congressional","0","0","2100","6","2100","3446","332","3777"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","717 - WOODBURN","11","Congressional","0","0","1266","6","1266","1923","273","2193"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","718 - PINE RIDGE","11","Congressional","0","0","1544","4","1544","2372","290","2662"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","720 - THOREAU","11","Congressional","0","0","1883","7","1883","2825","185","3010"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","721 - MERRIFIELD","11","Congressional","0","0","3628","5","3628","","",""
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","726 - MAGARITY","08","Congressional","0","0","2200","10","2200","3680","614","4289"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","727 - OAKTON","11","Congressional","0","0","1598","7","1598","2588","140","2727"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","729 - NOTTOWAY","11","Congressional","0","0","2030","12","2030","3595","452","4045"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","730 - PENDERBROOK","11","Congressional","0","0","2360","13","2360","3502","494","3995"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","731 - TYSONS","11","Congressional","0","0","1585","0","1585","","",""
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","732 - OAK MARR","11","Congressional","0","0","2224","10","2224","3756","343","4099"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","733 - KILMER","11","Congressional","0","0","2458","9","2458","4183","405","4587"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","734 - HUNTERS BRANCH","11","Congressional","0","0","1279","1","1279","2257","348","2604"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","735 - ROTONDA","11","Congressional","0","0","829","4","829","","",""
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","801 - BURKE","11","Congressional","0","0","2982","7","2982","4845","417","5261"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","802 - CEDAR LAKE","11","Congressional","0","0","824","0","824","1398","188","1585"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","803 - CLIFTON","10","Congressional","0","0","2715","10","2715","","",""
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","804 - COLCHESTER","10","Congressional","0","0","1222","2","1222","1815","103","1916"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","805 - FAIRFAX STATION","10","Congressional","0","0","1032","5","1032","1585","89","1673"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","806 - SYDENSTRICKER","11","Congressional","0","0","2106","7","2106","3241","213","3453"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","807 - HUNT VALLEY","11","Congressional","0","0","1408","2","1408","2157","166","2323"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","811 - POHICK","11","Congressional","0","0","1292","3","1292","2024","194","2214"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","812 - VALLEY","11","Congressional","0","0","1822","5","1822","2896","219","3115"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","815 - WOODYARD","10","Congressional","0","0","1810","3","1810","2768","150","2917"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","824 - ORANGE","11","Congressional","0","0","2600","10","2600","3997","333","4329"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","825 - CHERRY RUN","11","Congressional","0","0","1874","2","1874","2875","211","3084"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","827 - IRVING","11","Congressional","0","0","1689","15","1689","2623","133","2754"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","833 - WHITE OAKS","11","Congressional","0","0","1990","3","1990","3079","282","3357"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","838 - SANGSTER","10","Congressional","0","0","1385","8","1385","2296","149","2444"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","839 - SILVERBROOK","10","Congressional","0","0","2208","2","2208","3573","217","3788"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","840 - WEST SPRINGFIELD","11","Congressional","0","0","1927","4","1927","2981","236","3212"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","841 - POPES HEAD","10","Congressional","0","0","1035","7","1035","1655","107","1761"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","842 - PARKWAY","11","Congressional","0","0","1537","6","1537","2365","191","2554"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","843 - FAIR LAKES","11","Congressional","0","0","2089","18","2089","3205","451","3653"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","844 - CENTERPOINTE","11","Congressional","0","0","1839","2","1839","2994","370","3363"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","845 - FOUNTAINHEAD","10","Congressional","0","0","2463","11","2463","4067","236","4301"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","846 - GREENBRIAR EAST","11","Congressional","0","0","2234","9","2234","3472","419","3888"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","847 - GREENBRIAR WEST","10","Congressional","0","0","1548","4","1548","2246","232","2478"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","848 - FAIR OAKS","11","Congressional","0","0","2102","1","2102","3522","347","3867"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","849 - NEWGATE NORTH","10","Congressional","0","0","1151","0","1151","","",""
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","850 - SOUTH RUN","10","Congressional","0","0","1839","3","1839","2936","157","3093"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","851 - WILLOW SPRINGS","11","Congressional","0","0","1697","0","1697","2777","161","2938"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","854 - NEWGATE SOUTH","10","Congressional","0","0","1970","6","1970","","",""
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","901 - CENTRE RIDGE","11","Congressional","0","0","2110","6","2110","3288","471","3759"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","902 - BROOKFIELD","10","Congressional","0","0","2637","7","2637","4060","301","4359"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","903 - CUB RUN","10","Congressional","0","0","2449","13","2449","3878","346","4222"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","904 - STONECROFT","10","Congressional","0","0","1079","0","1079","1682","181","1860"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","905 - FRANKLIN","10","Congressional","0","0","647","3","647","909","60","969"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","908 - HIDDEN MEADOW","10","Congressional","0","0","1523","5","1523","2395","168","2562"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","909 - OAK HILL","10","Congressional","0","0","1477","2","1477","2210","143","2353"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","910 - LONDON TOWNE","11","Congressional","0","0","2460","4","2460","3841","428","4265"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","911 - NAVY","10","Congressional","0","0","2118","0","2118","3483","221","3704"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","913 - ROCKY RUN","10","Congressional","0","0","2703","0","2703","4204","256","4459"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","914 - VALE","10","Congressional","0","0","1449","2","1449","2409","129","2538"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","915 - VIRGINIA RUN","10","Congressional","0","0","1754","1","1754","2807","221","3027"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","916 - WAPLES MILL","10","Congressional","0","0","2687","6","2687","4529","260","4789"
"2016 November General","2016-11-08 00:00:00","FAIRFAX COUNTY","917 - STONE NORTH","10","Congressional","0","0","1255","2","1255","1957","142","2098"
