"election","election_date","locality","precinct","district","district_type","provisional_ballots","absentee_ballots","in_person_ballots","in_person_curbside_ballots","TotalVoteTurnout","ActiveRegisteredVoters","InactiveRegisteredVoters","TotalRegisteredVoters"
"2016 November General","2016-11-08 00:00:00","ALBEMARLE COUNTY","604 - BROWNSVILLE","05","Congressional","11","0","3273","0","3284","4361","281","4642"
"2016 November General","2016-11-08 00:00:00","ALEXANDRIA CITY","##Central Absentee","00","Local","0","20052","0","0","20052","0","0","0"
"2016 November General","2016-11-08 00:00:00","ALEXANDRIA CITY","##Central Absentee","08","Congressional","30","20052","0","0","20082","0","0","0"
"2016 November General","2016-11-08 00:00:00","ALEXANDRIA CITY","101 - LADREY SENIOR BUILDING","08","Congressional","8","0","1429","1","1437","2512","281","2793"
"2016 November General","2016-11-08 00:00:00","ALEXANDRIA CITY","102 - CITY HALL","08","Congressional","12","0","1438","0","1450","2630","279","2909"
"2016 November General","2016-11-08 00:00:00","ALEXANDRIA CITY","103 - LYLES CROUCH SCHOOL","08","Congressional","18","0","2173","1","2191","3679","559","4238"
"2016 November General","2016-11-08 00:00:00","ALEXANDRIA CITY","104 - DURANT CENTER","08","Congressional","18","0","1728","3","1746","2949","518","3467"
"2016 November General","2016-11-08 00:00:00","ALEXANDRIA CITY","105 - LEE CENTER","08","Congressional","15","0","2371","14","2386","4347","813","5160"
"2016 November General","2016-11-08 00:00:00","ALEXANDRIA CITY","106 - CORA KELLY CENTER","08","Congressional","30","0","2908","11","2938","","",""
"2016 November General","2016-11-08 00:00:00","ALEXANDRIA CITY","107 - MT VERNON RECREATION CENTER","08","Congressional","18","0","3116","4","3134","","",""
"2016 November General","2016-11-08 00:00:00","ALEXANDRIA CITY","108 - GEORGE WASHINGTON MIDDLE SCH","08","Congressional","20","0","2819","1","2839","","",""
"2016 November General","2016-11-08 00:00:00","ALEXANDRIA CITY","109 - FIRE DEPARTMENT HEADQUARTERS","08","Congressional","7","0","1523","4","1530","2481","320","2801"
"2016 November General","2016-11-08 00:00:00","ALEXANDRIA CITY","110 - CHARLES HOUSTON CENTER","08","Congressional","10","0","1890","0","1900","2960","549","3509"
"2016 November General","2016-11-08 00:00:00","ALEXANDRIA CITY","201 - MAURY SCHOOL","08","Congressional","8","0","1743","2","1751","2755","262","3017"
"2016 November General","2016-11-08 00:00:00","ALEXANDRIA CITY","202 - GEORGE MASON SCHOOL","08","Congressional","2","0","1807","3","1809","2725","155","2880"
"2016 November General","2016-11-08 00:00:00","ALEXANDRIA CITY","203 - AGUDAS ACHIM SYNAGOGUE","08","Congressional","8","0","1927","0","1935","2835","369","3204"
"2016 November General","2016-11-08 00:00:00","ALEXANDRIA CITY","204 - BLESSED SACRAMENT CHURCH","08","Congressional","8","0","1740","1","1748","2576","215","2791"
"2016 November General","2016-11-08 00:00:00","ALEXANDRIA CITY","205 - DOUGLAS MACARTHUR SCHOOL","08","Congressional","23","0","2271","0","2294","3644","505","4149"
"2016 November General","2016-11-08 00:00:00","ALEXANDRIA CITY","206 - CHINQUAPIN PARK RECREATION CTR","08","Congressional","15","0","1719","3","1734","2832","445","3277"
"2016 November General","2016-11-08 00:00:00","ALEXANDRIA CITY","207 - TEMPLE BETH EL SYNAGOGUE","08","Congressional","12","0","2251","10","2263","3752","319","4071"
"2016 November General","2016-11-08 00:00:00","ALEXANDRIA CITY","208 - NOVA ARTS CENTER","08","Congressional","31","0","2265","0","2296","3755","957","4712"
"2016 November General","2016-11-08 00:00:00","ALEXANDRIA CITY","209 - JAMES K POLK SCHOOL","08","Congressional","17","0","2381","3","2398","3837","598","4435"
"2016 November General","2016-11-08 00:00:00","ALEXANDRIA CITY","210 - The Hermitage","08","Congressional","22","0","1165","2","1187","2077","325","2402"
"2016 November General","2016-11-08 00:00:00","ALEXANDRIA CITY","302 - PATRICK HENRY REC CENTER","08","Congressional","25","0","1778","4","1803","2972","581","3553"
"2016 November General","2016-11-08 00:00:00","ALEXANDRIA CITY","303 - CHARLES E BEATLEY LIBRARY","08","Congressional","24","0","2004","0","2028","3520","593","4113"
"2016 November General","2016-11-08 00:00:00","ALEXANDRIA CITY","304 - SAMUEL TUCKER SCHOOL","08","Congressional","39","0","2843","0","2882","4927","942","5869"
"2016 November General","2016-11-08 00:00:00","ALEXANDRIA CITY","305 - JOHN ADAMS SCHOOL","08","Congressional","26","0","2279","5","2305","3858","1027","4885"
"2016 November General","2016-11-08 00:00:00","ALEXANDRIA CITY","306 - WILLIAM RAMSAY SCHOOL","08","Congressional","33","0","2373","2","2406","3866","775","4641"
"2016 November General","2016-11-08 00:00:00","ALEXANDRIA CITY","307 - SOUTH PORT","08","Congressional","15","0","1810","0","1825","3196","561","3757"
"2016 November General","2016-11-08 00:00:00","ALEXANDRIA CITY","308 - CAMERON STATION COMMUNITY CTR","08","Congressional","22","0","2129","0","2151","3423","525","3948"
"2016 November General","2016-11-08 00:00:00","ALLEGHANY COUNTY","##Central Absentee","00","Local","0","0","0","0","0","0","0","0"
"2016 November General","2016-11-08 00:00:00","ALLEGHANY COUNTY","##Central Absentee","09","Congressional","0","198","363","1","561","0","0","0"
"2016 November General","2016-11-08 00:00:00","ALLEGHANY COUNTY","101 - ARRITT","09","Congressional","0","0","685","0","685","1034","63","1097"
"2016 November General","2016-11-08 00:00:00","ALLEGHANY COUNTY","103 - DAMERON","09","Congressional","0","0","256","1","256","350","41","391"
"2016 November General","2016-11-08 00:00:00","ALLEGHANY COUNTY","201 - HUMPBACK BRIDGE","09","Congressional","0","0","410","0","410","575","36","611"
"2016 November General","2016-11-08 00:00:00","ALLEGHANY COUNTY","202 - DOLLY ANN","09","Congressional","0","0","517","1","517","764","78","842"
"2016 November General","2016-11-08 00:00:00","ALLEGHANY COUNTY","301 - CALLAGHAN","09","Congressional","0","0","409","0","409","574","33","607"
"2016 November General","2016-11-08 00:00:00","ALLEGHANY COUNTY","302 - GRIFFITH","09","Congressional","0","0","658","0","658","969","59","1028"
"2016 November General","2016-11-08 00:00:00","ALLEGHANY COUNTY","401 - LOW MOOR","09","Congressional","1","0","494","3","495","732","50","782"
"2016 November General","2016-11-08 00:00:00","ALLEGHANY COUNTY","402 - JACKSON HEIGHTS","09","Congressional","0","0","638","0","638","890","63","953"
"2016 November General","2016-11-08 00:00:00","ALLEGHANY COUNTY","501 - IRON GATE","09","Congressional","0","0","274","1","274","397","28","425"
"2016 November General","2016-11-08 00:00:00","ALLEGHANY COUNTY","502 - PETERS SWITCH","09","Congressional","0","0","776","1","776","1061","56","1117"
"2016 November General","2016-11-08 00:00:00","ALLEGHANY COUNTY","601 - DISTRICT 1","09","Congressional","1","0","967","3","968","1399","111","1510"
"2016 November General","2016-11-08 00:00:00","ALLEGHANY COUNTY","701 - DISTRICT 2","09","Congressional","1","0","742","1","743","1149","107","1256"
"2016 November General","2016-11-08 00:00:00","AMELIA COUNTY","##Central Absentee","00","Local","0","825","0","0","825","0","0","0"
"2016 November General","2016-11-08 00:00:00","AMELIA COUNTY","##Central Absentee","07","Congressional","0","825","0","0","825","0","0","0"
"2016 November General","2016-11-08 00:00:00","AMELIA COUNTY","101 - NUMBER ONE","07","Congressional","12","0","1125","3","1137","1567","129","1696"
"2016 November General","2016-11-08 00:00:00","AMELIA COUNTY","201 - NUMBER TWO","07","Congressional","2","0","1277","3","1279","1744","91","1835"
"2016 November General","2016-11-08 00:00:00","AMELIA COUNTY","301 - NUMBER THREE","07","Congressional","1","0","1224","0","1225","1743","100","1843"
"2016 November General","2016-11-08 00:00:00","AMELIA COUNTY","401 - NUMBER FOUR","07","Congressional","0","0","1184","0","1184","1703","111","1814"
"2016 November General","2016-11-08 00:00:00","AMELIA COUNTY","501 - NUMBER FIVE","07","Congressional","0","0","1422","0","1422","1918","107","2025"
"2016 November General","2016-11-08 00:00:00","AMHERST COUNTY","##Central Absentee","00","Local","0","1076","778","4","1854","0","0","0"
"2016 November General","2016-11-08 00:00:00","AMHERST COUNTY","##Central Absentee","06","Congressional","0","1076","778","4","1854","0","0","0"
"2016 November General","2016-11-08 00:00:00","AMHERST COUNTY","101 - WRIGHT SHOP","06","Congressional","0","0","1008","2","1008","1453","78","1531"
"2016 November General","2016-11-08 00:00:00","AMHERST COUNTY","102 - NEW GLASGOW","06","Congressional","0","0","1281","0","1281","1825","100","1925"
"2016 November General","2016-11-08 00:00:00","AMHERST COUNTY","103 - COOLWELL","06","Congressional","0","0","649","4","649","868","65","933"
"2016 November General","2016-11-08 00:00:00","AMHERST COUNTY","201 - COURT HOUSE","06","Congressional","0","0","1029","2","1029","2853","232","3085"
"2016 November General","2016-11-08 00:00:00","AMHERST COUNTY","202 - TEMPERANCE","06","Congressional","0","0","801","1","801","1106","43","1149"
"2016 November General","2016-11-08 00:00:00","AMHERST COUNTY","301 - MONROE","06","Congressional","0","0","749","0","749","1143","92","1235"
"2016 November General","2016-11-08 00:00:00","AMHERST COUNTY","302 - ELON","06","Congressional","0","0","1998","2","1998","2602","128","2730"
"2016 November General","2016-11-08 00:00:00","AMHERST COUNTY","303 - PLEASANT VIEW","06","Congressional","0","0","451","0","451","634","32","666"
"2016 November General","2016-11-08 00:00:00","AMHERST COUNTY","401 - AMELON","06","Congressional","0","0","2304","4","2304","3167","221","3388"
"2016 November General","2016-11-08 00:00:00","AMHERST COUNTY","402 - LONCO","06","Congressional","0","0","601","0","601","885","44","929"
"2016 November General","2016-11-08 00:00:00","AMHERST COUNTY","501 - MADISON","06","Congressional","0","0","2320","3","2320","3306","232","3538"
"2016 November General","2016-11-08 00:00:00","APPOMATTOX COUNTY","##Central Absentee","00","Local","0","575","0","0","575","0","0","0"
"2016 November General","2016-11-08 00:00:00","APPOMATTOX COUNTY","##Central Absentee","05","Congressional","0","0","0","0","0","0","0","0"
"2016 November General","2016-11-08 00:00:00","APPOMATTOX COUNTY","101 - VERA","05","Congressional","0","0","573","1","573","751","26","777"
"2016 November General","2016-11-08 00:00:00","APPOMATTOX COUNTY","102 - PAMPLIN","05","Congressional","2","0","1015","4","1017","1349","59","1408"
"2016 November General","2016-11-08 00:00:00","APPOMATTOX COUNTY","201 - CHAP","05","Congressional","0","0","371","0","371","549","41","590"
"2016 November General","2016-11-08 00:00:00","APPOMATTOX COUNTY","202 - SPOUT SPRING","05","Congressional","0","0","1203","4","1203","1601","68","1669"
"2016 November General","2016-11-08 00:00:00","APPOMATTOX COUNTY","301 - US  460","05","Congressional","0","0","736","2","736","938","33","971"
"2016 November General","2016-11-08 00:00:00","APPOMATTOX COUNTY","302 - STONEWALL","05","Congressional","0","0","873","2","873","1153","44","1197"
"2016 November General","2016-11-08 00:00:00","APPOMATTOX COUNTY","401 - COURTHOUSE","05","Congressional","0","0","1318","7","1318","1885","118","2003"
"2016 November General","2016-11-08 00:00:00","APPOMATTOX COUNTY","501 - OAKVILLE","05","Congressional","0","0","1016","7","1016","1411","52","1463"
"2016 November General","2016-11-08 00:00:00","APPOMATTOX COUNTY","502 - AGEE","05","Congressional","0","0","406","0","406","587","24","611"
"2016 November General","2016-11-08 00:00:00","ARLINGTON COUNTY","##Central Absentee","00","Local","0","37832","0","0","37832","0","0","0"
"2016 November General","2016-11-08 00:00:00","ARLINGTON COUNTY","##Central Absentee","08","Congressional","32","0","0","0","32","0","0","0"
"2016 November General","2016-11-08 00:00:00","ARLINGTON COUNTY","001 - ARLINGTON","08","Congressional","15","0","1633","6","1648","2624","283","2907"
"2016 November General","2016-11-08 00:00:00","ARLINGTON COUNTY","002 - ASHTON HEIGHTS","08","Congressional","8","0","1666","3","1674","3026","387","3413"
"2016 November General","2016-11-08 00:00:00","ARLINGTON COUNTY","003 - AURORA HILLS","08","Congressional","2","0","1108","0","1110","1878","176","2054"
"2016 November General","2016-11-08 00:00:00","ARLINGTON COUNTY","004 - BALLSTON","08","Congressional","9","0","1699","0","1708","2941","366","3307"
"2016 November General","2016-11-08 00:00:00","ARLINGTON COUNTY","005 - BARCROFT","08","Congressional","3","0","1477","0","1480","2327","219","2546"
"2016 November General","2016-11-08 00:00:00","ARLINGTON COUNTY","006 - CRYSTAL CITY","08","Congressional","3","0","1378","0","1381","2295","501","2796"
"2016 November General","2016-11-08 00:00:00","ARLINGTON COUNTY","007 - CHERRYDALE","08","Congressional","2","0","1620","7","1622","2948","241","3189"
"2016 November General","2016-11-08 00:00:00","ARLINGTON COUNTY","008 - HUME","08","Congressional","20","0","2104","3","2124","3625","764","4389"
"2016 November General","2016-11-08 00:00:00","ARLINGTON COUNTY","009 - COLUMBIA","08","Congressional","11","0","1948","3","1959","3699","492","4191"
"2016 November General","2016-11-08 00:00:00","ARLINGTON COUNTY","010 - WILSON","08","Congressional","15","0","2172","2","2187","4143","745","4887"
"2016 November General","2016-11-08 00:00:00","ARLINGTON COUNTY","011 - EAST FALLS CHURCH","08","Congressional","6","0","1143","5","1149","2047","140","2187"
"2016 November General","2016-11-08 00:00:00","ARLINGTON COUNTY","012 - FAIRLINGTON","08","Congressional","13","0","1713","3","1726","2617","287","2904"
"2016 November General","2016-11-08 00:00:00","ARLINGTON COUNTY","013 - GLEN CARLYN","08","Congressional","6","0","1231","4","1237","2057","161","2218"
"2016 November General","2016-11-08 00:00:00","ARLINGTON COUNTY","014 - CLARENDON","08","Congressional","5","0","1355","0","1360","2312","403","2715"
"2016 November General","2016-11-08 00:00:00","ARLINGTON COUNTY","015 - LYON PARK","08","Congressional","10","0","1891","1","1901","3042","654","3696"
"2016 November General","2016-11-08 00:00:00","ARLINGTON COUNTY","016 - LYON VILLAGE","08","Congressional","17","0","1717","0","1734","3149","475","3624"
"2016 November General","2016-11-08 00:00:00","ARLINGTON COUNTY","017 - OVERLEE KNOLLS","08","Congressional","8","0","1751","9","1759","3147","272","3419"
"2016 November General","2016-11-08 00:00:00","ARLINGTON COUNTY","018 - PARK LANE","08","Congressional","40","0","2359","0","2399","4963","1093","6056"
"2016 November General","2016-11-08 00:00:00","ARLINGTON COUNTY","019 - ROSSLYN","08","Congressional","24","0","1951","7","1975","3857","887","4743"
"2016 November General","2016-11-08 00:00:00","ARLINGTON COUNTY","020 - THRIFTON","08","Congressional","5","0","1390","2","1395","2923","155","3078"
"2016 November General","2016-11-08 00:00:00","ARLINGTON COUNTY","021 - VIRGINIA HIGHLANDS","08","Congressional","25","0","2479","15","2504","4384","891","5275"
"2016 November General","2016-11-08 00:00:00","ARLINGTON COUNTY","022 - ABINGDON","08","Congressional","8","0","1799","1","1807","2909","366","3274"
"2016 November General","2016-11-08 00:00:00","ARLINGTON COUNTY","023 - WESTOVER","08","Congressional","5","0","1685","3","1690","2741","224","2965"
"2016 November General","2016-11-08 00:00:00","ARLINGTON COUNTY","024 - WOODLAWN","08","Congressional","17","0","2024","10","2041","3811","347","4158"
"2016 November General","2016-11-08 00:00:00","ARLINGTON COUNTY","025 - ARLINGTON FOREST","08","Congressional","4","0","1386","3","1390","2201","172","2373"
"2016 November General","2016-11-08 00:00:00","ARLINGTON COUNTY","026 - FILLMORE","08","Congressional","9","0","2338","2","2347","3943","630","4572"
"2016 November General","2016-11-08 00:00:00","ARLINGTON COUNTY","027 - JEFFERSON","08","Congressional","10","0","1664","5","1674","2859","308","3167"
"2016 November General","2016-11-08 00:00:00","ARLINGTON COUNTY","028 - WAKEFIELD","08","Congressional","10","0","2102","1","2112","3554","501","4055"
"2016 November General","2016-11-08 00:00:00","ARLINGTON COUNTY","029 - DOMINION HILLS","08","Congressional","6","0","1558","3","1564","2743","200","2943"
"2016 November General","2016-11-08 00:00:00","ARLINGTON COUNTY","030 - GLEBE","08","Congressional","7","0","1728","8","1735","3080","374","3454"
"2016 November General","2016-11-08 00:00:00","ARLINGTON COUNTY","031 - LEXINGTON","08","Congressional","4","0","1646","6","1650","2835","187","3022"
"2016 November General","2016-11-08 00:00:00","ARLINGTON COUNTY","032 - OAKRIDGE","08","Congressional","6","0","813","0","819","1327","248","1575"
"2016 November General","2016-11-08 00:00:00","ARLINGTON COUNTY","033 - ROCK SPRING","08","Congressional","2","0","1546","6","1548","2985","159","3144"
"2016 November General","2016-11-08 00:00:00","ARLINGTON COUNTY","034 - YORKTOWN","08","Congressional","5","0","1467","2","1472","2596","159","2755"
"2016 November General","2016-11-08 00:00:00","ARLINGTON COUNTY","035 - MADISON","08","Congressional","10","0","1515","1","1525","3232","157","3389"
"2016 November General","2016-11-08 00:00:00","ARLINGTON COUNTY","036 - MARSHALL","08","Congressional","7","0","1795","1","1802","3327","330","3657"
"2016 November General","2016-11-08 00:00:00","ARLINGTON COUNTY","037 - NOTTINGHAM","08","Congressional","5","0","1492","2","1497","2517","142","2659"
"2016 November General","2016-11-08 00:00:00","ARLINGTON COUNTY","038 - ARLINGTON VIEW","08","Congressional","15","0","1535","3","1550","2638","520","3158"
"2016 November General","2016-11-08 00:00:00","ARLINGTON COUNTY","039 - ASHLAWN","08","Congressional","5","0","992","3","997","1664","164","1828"
"2016 November General","2016-11-08 00:00:00","ARLINGTON COUNTY","040 - VIRGINIA SQUARE","08","Congressional","14","0","2098","0","2112","3611","571","4182"
"2016 November General","2016-11-08 00:00:00","ARLINGTON COUNTY","041 - NAVY LEAGUE","08","Congressional","5","0","1597","0","1602","3277","649","3926"
"2016 November General","2016-11-08 00:00:00","ARLINGTON COUNTY","042 - SHIRLINGTON","08","Congressional","5","0","1505","1","1510","2454","560","3014"
"2016 November General","2016-11-08 00:00:00","ARLINGTON COUNTY","043 - CAMPBELL","08","Congressional","13","0","1497","4","1510","2465","295","2760"
"2016 November General","2016-11-08 00:00:00","ARLINGTON COUNTY","044 - DAWSON TERRACE","08","Congressional","12","0","1319","0","1331","2412","454","2866"
"2016 November General","2016-11-08 00:00:00","ARLINGTON COUNTY","045 - BUCKINGHAM","08","Congressional","18","0","1595","4","1613","2795","399","3194"
"2016 November General","2016-11-08 00:00:00","ARLINGTON COUNTY","046 - CENTRAL","08","Congressional","13","0","2144","0","2157","3658","743","4401"
"2016 November General","2016-11-08 00:00:00","ARLINGTON COUNTY","047 - FOUR MILE RUN","08","Congressional","6","0","1394","3","1400","2262","327","2588"
"2016 November General","2016-11-08 00:00:00","ARLINGTON COUNTY","048 - AUSA","08","Congressional","10","0","1352","0","1362","2603","553","3156"
"2016 November General","2016-11-08 00:00:00","ARLINGTON COUNTY","049 - MONROE","08","Congressional","7","0","1131","0","1138","1851","332","2183"
"2016 November General","2016-11-08 00:00:00","ARLINGTON COUNTY","050 - CRYSTAL PLAZA","08","Congressional","11","0","1536","0","1547","2717","762","3479"
"2016 November General","2016-11-08 00:00:00","ARLINGTON COUNTY","051 - TAYLOR","08","Congressional","4","0","513","0","517","768","81","849"
"2016 November General","2016-11-08 00:00:00","ARLINGTON COUNTY","052 - GUNSTON","08","Congressional","24","0","1442","3","1466","2328","501","2829"
"2016 November General","2016-11-08 00:00:00","AUGUSTA COUNTY","##Central Absentee","00","Local","0","0","2633","0","2633","0","0","0"
"2016 November General","2016-11-08 00:00:00","AUGUSTA COUNTY","##Central Absentee","06","Congressional","0","0","2633","0","2633","0","0","0"
"2016 November General","2016-11-08 00:00:00","AUGUSTA COUNTY","101 - JOLIVUE","06","Congressional","0","0","910","0","910","1242","98","1340"
"2016 November General","2016-11-08 00:00:00","AUGUSTA COUNTY","102 - STUARTS DRAFT ELEMENTARY","06","Congressional","2","0","1150","0","1152","1587","169","1756"
"2016 November General","2016-11-08 00:00:00","AUGUSTA COUNTY","103 - VERONA","06","Congressional","14","0","1823","0","1837","2548","208","2756"
"2016 November General","2016-11-08 00:00:00","AUGUSTA COUNTY","201 - CRIMORA","06","Congressional","8","0","1988","0","1996","2664","268","2932"
"2016 November General","2016-11-08 00:00:00","AUGUSTA COUNTY","202 - NEW HOPE","06","Congressional","0","0","1130","0","1130","1446","64","1510"
"2016 November General","2016-11-08 00:00:00","AUGUSTA COUNTY","203 - WEYERS CAVE","06","Congressional","0","0","1827","0","1827","2344","122","2466"
"2016 November General","2016-11-08 00:00:00","AUGUSTA COUNTY","301 - FORT DEFIANCE","06","Congressional","10","0","2670","0","2680","3665","209","3874"
"2016 November General","2016-11-08 00:00:00","AUGUSTA COUNTY","302 - NORTH RIVER","06","Congressional","2","0","700","0","702","897","44","941"
"2016 November General","2016-11-08 00:00:00","AUGUSTA COUNTY","303 - MOUNT SOLON","06","Congressional","3","0","950","0","953","1215","56","1271"
"2016 November General","2016-11-08 00:00:00","AUGUSTA COUNTY","304 - CHURCHVILLE FIRE STATION","06","Congressional","1","0","832","0","833","1081","44","1125"
"2016 November General","2016-11-08 00:00:00","AUGUSTA COUNTY","401 - BUFFALO GAP","06","Congressional","3","0","997","0","1000","1274","83","1357"
"2016 November General","2016-11-08 00:00:00","AUGUSTA COUNTY","402 - CHURCHVILLE ELEMENTARY","06","Congressional","1","0","936","0","937","1205","39","1244"
