"election","election_date","locality","precinct","district","district_type","provisional_ballots","absentee_ballots","in_person_ballots","in_person_curbside_ballots","TotalVoteTurnout","ActiveRegisteredVoters","InactiveRegisteredVoters","TotalRegisteredVoters"
"2017 November General","2017-11-07 00:00:00","CHESAPEAKE CITY","##Central Absentee","00","Local","0","192","0","0","192","0","0","0"
"2017 November General","2017-11-07 00:00:00","CHESAPEAKE CITY","##Central Absentee","00","Local","0","529","0","2","529","0","0","0"
"2017 November General","2017-11-07 00:00:00","CHESAPEAKE CITY","##Central Absentee","00","Local","0","568","0","2","568","0","0","0"
"2017 November General","2017-11-07 00:00:00","CHESAPEAKE CITY","##Central Absentee","00","Local","0","573","0","1","573","0","0","0"
"2017 November General","2017-11-07 00:00:00","CHESAPEAKE CITY","##Central Absentee","00","Local","0","1372","0","11","1372","0","0","0"
"2017 November General","2017-11-07 00:00:00","CHESAPEAKE CITY","##Central Absentee","00","Local","0","3301","0","16","3301","0","0","0"
"2017 November General","2017-11-07 00:00:00","CHESAPEAKE CITY","##Central Absentee","03","Congressional","0","1242","0","4","1242","0","0","0"
"2017 November General","2017-11-07 00:00:00","CHESAPEAKE CITY","##Central Absentee","04","Congressional","0","2059","0","12","2059","0","0","0"
"2017 November General","2017-11-07 00:00:00","CHESAPEAKE CITY","001 - GREAT BRIDGE","04","Congressional","1","0","1215","2","1216","2569","165","2734"
"2017 November General","2017-11-07 00:00:00","CHESAPEAKE CITY","002 - BETHEL","04","Congressional","0","0","1123","3","1123","2360","153","2513"
"2017 November General","2017-11-07 00:00:00","CHESAPEAKE CITY","003 - CAMELOT","03","Congressional","1","0","1583","36","1584","3163","305","3468"
"2017 November General","2017-11-07 00:00:00","CHESAPEAKE CITY","004 - CHURCHLAND","03","Congressional","0","0","992","5","992","1810","92","1902"
"2017 November General","2017-11-07 00:00:00","CHESAPEAKE CITY","005 - CRESTWOOD","03","Congressional","2","0","1193","29","1195","2486","220","2706"
"2017 November General","2017-11-07 00:00:00","CHESAPEAKE CITY","006 - DEEP CREEK","04","Congressional","6","0","2123","5","2129","4547","305","4852"
"2017 November General","2017-11-07 00:00:00","CHESAPEAKE CITY","007 - GREENBRIER","04","Congressional","1","0","1450","7","1451","2803","188","2991"
"2017 November General","2017-11-07 00:00:00","CHESAPEAKE CITY","008 - SOUTH NORFOLK RECREATION","03","Congressional","1","0","1209","6","1210","2697","267","2964"
"2017 November General","2017-11-07 00:00:00","CHESAPEAKE CITY","009 - BELLS MILL","04","Congressional","0","0","2170","16","2170","4459","232","4691"
"2017 November General","2017-11-07 00:00:00","CHESAPEAKE CITY","010 - OSCAR SMITH","03","Congressional","0","0","545","4","545","1302","161","1463"
"2017 November General","2017-11-07 00:00:00","CHESAPEAKE CITY","011 - GENEVA PARK","03","Congressional","0","0","837","7","837","2427","338","2765"
"2017 November General","2017-11-07 00:00:00","CHESAPEAKE CITY","012 - GEORGETOWN","03","Congressional","0","0","1162","11","1162","2097","182","2279"
"2017 November General","2017-11-07 00:00:00","CHESAPEAKE CITY","013 - GILMERTON","03","Congressional","0","0","1024","5","1024","2167","209","2376"
"2017 November General","2017-11-07 00:00:00","CHESAPEAKE CITY","014 - GRASSFIELD","04","Congressional","0","0","377","1","377","737","42","779"
"2017 November General","2017-11-07 00:00:00","CHESAPEAKE CITY","015 - B M WILLIAMS","03","Congressional","1","0","1027","9","1028","2426","337","2763"
"2017 November General","2017-11-07 00:00:00","CHESAPEAKE CITY","016 - HICKORY GROVE","04","Congressional","3","0","1310","6","1313","2658","120","2778"
"2017 November General","2017-11-07 00:00:00","CHESAPEAKE CITY","017 - INDIAN CREEK","04","Congressional","2","0","882","2","884","1748","70","1818"
"2017 November General","2017-11-07 00:00:00","CHESAPEAKE CITY","018 - INDIAN RIVER","03","Congressional","0","0","810","12","810","2012","255","2267"
"2017 November General","2017-11-07 00:00:00","CHESAPEAKE CITY","019 - JOLLIFF","04","Congressional","3","0","916","3","919","1642","78","1720"
"2017 November General","2017-11-07 00:00:00","CHESAPEAKE CITY","020 - E W CHITTUM","03","Congressional","5","0","13","0","18","2638","176","2814"
"2017 November General","2017-11-07 00:00:00","CHESAPEAKE CITY","020 - E W CHITTUM","04","Congressional","5","0","1412","12","1417","2638","176","2814"
"2017 November General","2017-11-07 00:00:00","CHESAPEAKE CITY","021 - FELLOWSHIP","03","Congressional","5","0","1245","6","1250","2409","202","2611"
"2017 November General","2017-11-07 00:00:00","CHESAPEAKE CITY","022 - NORFOLK HIGHLANDS","03","Congressional","0","0","700","3","700","1670","155","1825"
"2017 November General","2017-11-07 00:00:00","CHESAPEAKE CITY","023 - OAK GROVE","04","Congressional","2","0","1212","24","1214","2580","209","2789"
"2017 November General","2017-11-07 00:00:00","CHESAPEAKE CITY","024 - OAKLETTE","03","Congressional","1","0","966","5","967","2442","347","2789"
"2017 November General","2017-11-07 00:00:00","CHESAPEAKE CITY","025 - ST JULIANS","03","Congressional","0","0","583","1","583","1371","176","1547"
"2017 November General","2017-11-07 00:00:00","CHESAPEAKE CITY","026 - JOHNSON PARK","03","Congressional","0","0","510","2","510","1244","155","1399"
"2017 November General","2017-11-07 00:00:00","CHESAPEAKE CITY","027 - SILVERWOOD","03","Congressional","0","0","1488","0","1488","2872","208","3080"
"2017 November General","2017-11-07 00:00:00","CHESAPEAKE CITY","028 - SUNRAY I","04","Congressional","0","0","176","1","176","330","19","349"
"2017 November General","2017-11-07 00:00:00","CHESAPEAKE CITY","029 - TANGLEWOOD","03","Congressional","0","0","956","5","956","2014","166","2180"
"2017 November General","2017-11-07 00:00:00","CHESAPEAKE CITY","030 - SOUTH NORFOLK","03","Congressional","0","0","551","11","551","1264","136","1400"
"2017 November General","2017-11-07 00:00:00","CHESAPEAKE CITY","031 - CARVER SCHOOL","03","Congressional","1","0","1252","82","1253","3076","406","3482"
"2017 November General","2017-11-07 00:00:00","CHESAPEAKE CITY","032 - PROVIDENCE","03","Congressional","0","0","1400","54","1400","3429","424","3853"
"2017 November General","2017-11-07 00:00:00","CHESAPEAKE CITY","033 - WESTOVER","03","Congressional","0","0","640","3","640","1431","189","1620"
"2017 November General","2017-11-07 00:00:00","CHESAPEAKE CITY","034 - HICKORY MIDDLE SCHOOL","04","Congressional","4","0","1720","2","1724","3523","191","3714"
"2017 November General","2017-11-07 00:00:00","CHESAPEAKE CITY","035 - TAYLOR ROAD","03","Congressional","0","0","62","0","62","1727","203","1930"
"2017 November General","2017-11-07 00:00:00","CHESAPEAKE CITY","035 - TAYLOR ROAD","03","Congressional","0","0","737","13","737","1727","203","1930"
"2017 November General","2017-11-07 00:00:00","CHESAPEAKE CITY","036 - GREAT BRIDGE BAPTIST CHURCH","04","Congressional","1","0","1805","5","1806","3956","231","4187"
"2017 November General","2017-11-07 00:00:00","CHESAPEAKE CITY","037 - BRIDGETOWN","04","Congressional","0","0","1027","2","1027","1967","90","2057"
"2017 November General","2017-11-07 00:00:00","CHESAPEAKE CITY","038 - BAILEY CREEK","03","Congressional","3","0","1110","4","1113","2091","116","2207"
"2017 November General","2017-11-07 00:00:00","CHESAPEAKE CITY","039 - LAKE DRUMMOND","04","Congressional","0","0","513","2","513","980","76","1056"
"2017 November General","2017-11-07 00:00:00","CHESAPEAKE CITY","040 - RIVER BIRCH","03","Congressional","0","0","1433","10","1433","3222","364","3586"
"2017 November General","2017-11-07 00:00:00","CHESAPEAKE CITY","041 - JOHN T WEST","04","Congressional","3","0","1879","9","1882","3655","267","3922"
"2017 November General","2017-11-07 00:00:00","CHESAPEAKE CITY","042 - PARKWAYS","03","Congressional","2","0","1033","3","1035","2118","200","2318"
"2017 November General","2017-11-07 00:00:00","CHESAPEAKE CITY","043 - PLEASANT CROSSING","04","Congressional","1","0","1040","5","1041","1954","100","2054"
"2017 November General","2017-11-07 00:00:00","CHESAPEAKE CITY","044 - NANSEMOND","03","Congressional","0","0","890","3","890","1630","91","1721"
"2017 November General","2017-11-07 00:00:00","CHESAPEAKE CITY","045 - SUNRAY II","04","Congressional","1","0","480","3","481","904","85","989"
"2017 November General","2017-11-07 00:00:00","CHESAPEAKE CITY","046 - BELLS MILL II","04","Congressional","1","0","1086","3","1087","2133","146","2279"
"2017 November General","2017-11-07 00:00:00","CHESAPEAKE CITY","047 - GREEN SEA","04","Congressional","1","0","671","0","672","1400","88","1488"
"2017 November General","2017-11-07 00:00:00","CHESAPEAKE CITY","048 - JOLLIFF MIDDLE SCHOOL","04","Congressional","0","0","1425","36","1425","2868","278","3146"
"2017 November General","2017-11-07 00:00:00","CHESAPEAKE CITY","049 - WATERWAY","04","Congressional","1","0","2252","13","2253","4589","261","4850"
"2017 November General","2017-11-07 00:00:00","CHESAPEAKE CITY","050 - RIVER WALK","04","Congressional","2","0","1290","3","1292","2478","197","2675"
"2017 November General","2017-11-07 00:00:00","CHESAPEAKE CITY","051 - COOPERS WAY","04","Congressional","2","0","1426","0","1428","2745","140","2885"
"2017 November General","2017-11-07 00:00:00","CHESAPEAKE CITY","052 - SHIPYARD ROAD","04","Congressional","0","0","1239","6","1239","2466","182","2648"
"2017 November General","2017-11-07 00:00:00","CHESAPEAKE CITY","053 - FAIRWAYS","03","Congressional","0","0","813","0","813","1698","218","1916"
"2017 November General","2017-11-07 00:00:00","CHESAPEAKE CITY","054 - PUGHSVILLE","03","Congressional","1","0","1138","1","1139","2417","234","2651"
"2017 November General","2017-11-07 00:00:00","CHESAPEAKE CITY","055 - GEORGETOWN EAST","03","Congressional","1","0","937","15","938","1618","142","1760"
"2017 November General","2017-11-07 00:00:00","CHESAPEAKE CITY","056 - GREEN TREE","03","Congressional","2","0","983","14","985","1989","241","2230"
"2017 November General","2017-11-07 00:00:00","CHESAPEAKE CITY","057 - CYPRESS","03","Congressional","0","0","1113","10","1113","2403","316","2719"
"2017 November General","2017-11-07 00:00:00","CHESAPEAKE CITY","058 - EXPRESSWAY","04","Congressional","0","0","483","4","483","997","109","1106"
"2017 November General","2017-11-07 00:00:00","CHESAPEAKE CITY","059 - CLEARFIELD","04","Congressional","2","0","901","2","903","1702","99","1801"
"2017 November General","2017-11-07 00:00:00","CHESAPEAKE CITY","060 - PARKER ROAD","04","Congressional","1","0","1526","2","1527","3255","175","3430"
"2017 November General","2017-11-07 00:00:00","CHESAPEAKE CITY","061 - CENTERVILLE","04","Congressional","0","0","1049","0","1049","2053","107","2160"
"2017 November General","2017-11-07 00:00:00","CHESAPEAKE CITY","062 - FENTRESS","04","Congressional","2","0","1280","7","1282","2508","115","2623"
"2017 November General","2017-11-07 00:00:00","CHESAPEAKE CITY","063 - POPLAR BRANCH","04","Congressional","1","0","818","6","819","1684","86","1770"
"2017 November General","2017-11-07 00:00:00","CHESTERFIELD COUNTY","##Central Absentee","00","Local","0","41","0","0","41","0","0","0"
"2017 November General","2017-11-07 00:00:00","CHESTERFIELD COUNTY","##Central Absentee","00","Local","0","144","0","0","144","0","0","0"
"2017 November General","2017-11-07 00:00:00","CHESTERFIELD COUNTY","##Central Absentee","00","Local","0","418","0","0","418","0","0","0"
"2017 November General","2017-11-07 00:00:00","CHESTERFIELD COUNTY","##Central Absentee","00","Local","0","801","0","0","801","0","0","0"
"2017 November General","2017-11-07 00:00:00","CHESTERFIELD COUNTY","##Central Absentee","00","Local","0","963","0","0","963","0","0","0"
"2017 November General","2017-11-07 00:00:00","CHESTERFIELD COUNTY","##Central Absentee","00","Local","0","1069","0","0","1069","0","0","0"
"2017 November General","2017-11-07 00:00:00","CHESTERFIELD COUNTY","##Central Absentee","00","Local","0","1294","0","0","1294","0","0","0"
"2017 November General","2017-11-07 00:00:00","CHESTERFIELD COUNTY","##Central Absentee","00","Local","0","1750","0","0","1750","0","0","0"
"2017 November General","2017-11-07 00:00:00","CHESTERFIELD COUNTY","##Central Absentee","00","Local","0","6480","0","0","6480","0","0","0"
"2017 November General","2017-11-07 00:00:00","CHESTERFIELD COUNTY","##Central Absentee","04","Congressional","0","2060","0","0","2060","0","0","0"
"2017 November General","2017-11-07 00:00:00","CHESTERFIELD COUNTY","##Central Absentee","07","Congressional","4","4420","0","0","4424","0","0","0"
"2017 November General","2017-11-07 00:00:00","CHESTERFIELD COUNTY","101 - BELLWOOD","04","Congressional","0","0","828","5","828","2095","134","2229"
"2017 November General","2017-11-07 00:00:00","CHESTERFIELD COUNTY","102 - SOUTH CHESTER","04","Congressional","3","0","1392","18","1395","3223","279","3502"
"2017 November General","2017-11-07 00:00:00","CHESTERFIELD COUNTY","103 - ENON","04","Congressional","3","0","1819","36","1822","3902","239","4141"
"2017 November General","2017-11-07 00:00:00","CHESTERFIELD COUNTY","104 - NORTH CHESTER","04","Congressional","3","0","1644","36","1647","3531","202","3733"
"2017 November General","2017-11-07 00:00:00","CHESTERFIELD COUNTY","105 - DREWRYS BLUFF","07","Congressional","0","0","900","21","900","2688","349","3037"
"2017 November General","2017-11-07 00:00:00","CHESTERFIELD COUNTY","106 - HARROWGATE","04","Congressional","4","0","2123","66","2127","4717","273","4990"
"2017 November General","2017-11-07 00:00:00","CHESTERFIELD COUNTY","107 - WELLS","04","Congressional","2","0","1462","11","1464","3086","204","3290"
"2017 November General","2017-11-07 00:00:00","CHESTERFIELD COUNTY","108 - ECOFF","04","Congressional","3","0","2171","36","2174","4504","228","4732"
"2017 November General","2017-11-07 00:00:00","CHESTERFIELD COUNTY","109 - ELIZABETH SCOTT","04","Congressional","7","0","2282","13","2289","4623","330","4953"
"2017 November General","2017-11-07 00:00:00","CHESTERFIELD COUNTY","110 - DUTCH GAP","04","Congressional","3","0","1059","2","1062","1988","99","2087"
"2017 November General","2017-11-07 00:00:00","CHESTERFIELD COUNTY","111 - IRON BRIDGE","04","Congressional","3","0","2455","17","2458","5068","283","5351"
"2017 November General","2017-11-07 00:00:00","CHESTERFIELD COUNTY","112 - CARVER","04","Congressional","2","0","1342","31","1344","2699","128","2827"
"2017 November General","2017-11-07 00:00:00","CHESTERFIELD COUNTY","201 - GATES","04","Congressional","3","0","1189","34","1192","2637","153","2790"
"2017 November General","2017-11-07 00:00:00","CHESTERFIELD COUNTY","202 - BEULAH","07","Congressional","2","0","1675","11","1677","3346","205","3551"
"2017 November General","2017-11-07 00:00:00","CHESTERFIELD COUNTY","203 - BIRD","04","Congressional","0","0","417","4","417","1122","67","1189"
"2017 November General","2017-11-07 00:00:00","CHESTERFIELD COUNTY","204 - JACOBS","07","Congressional","0","0","1045","3","1045","1906","101","2007"
"2017 November General","2017-11-07 00:00:00","CHESTERFIELD COUNTY","205 - FALLING CREEK","07","Congressional","1","0","1259","15","1260","3446","273","3719"
"2017 November General","2017-11-07 00:00:00","CHESTERFIELD COUNTY","206 - BELMONT","07","Congressional","0","0","849","0","849","1964","196","2160"
"2017 November General","2017-11-07 00:00:00","CHESTERFIELD COUNTY","207 - CHIPPENHAM","07","Congressional","1","0","508","35","509","1176","143","1319"
"2017 November General","2017-11-07 00:00:00","CHESTERFIELD COUNTY","208 - MEADOWBROOK","07","Congressional","1","0","1397","42","1398","2977","210","3187"
"2017 November General","2017-11-07 00:00:00","CHESTERFIELD COUNTY","209 - SALEM CHURCH","04","Congressional","2","0","1711","13","1713","3859","208","4067"
"2017 November General","2017-11-07 00:00:00","CHESTERFIELD COUNTY","210 - FIVE FORKS","07","Congressional","5","0","2041","22","2046","3928","199","4127"
"2017 November General","2017-11-07 00:00:00","CHESTERFIELD COUNTY","211 - NASH","04","Congressional","1","0","2368","0","2369","4072","162","4234"
"2017 November General","2017-11-07 00:00:00","CHESTERFIELD COUNTY","212 - ST. LUKE'S","07","Congressional","4","0","898","8","902","1763","134","1897"
"2017 November General","2017-11-07 00:00:00","CHESTERFIELD COUNTY","213 - SOUTHSIDE","07","Congressional","4","0","2297","41","2301","4795","293","5088"
"2017 November General","2017-11-07 00:00:00","CHESTERFIELD COUNTY","214 - HOPKINS","07","Congressional","0","0","165","3","165","527","107","634"
"2017 November General","2017-11-07 00:00:00","CHESTERFIELD COUNTY","215 - North Bird","07","Congressional","0","0","540","3","540","1271","86","1357"
"2017 November General","2017-11-07 00:00:00","CHESTERFIELD COUNTY","301 - ETTRICK","04","Congressional","7","0","1555","73","1562","5467","1051","6518"
"2017 November General","2017-11-07 00:00:00","CHESTERFIELD COUNTY","302 - DEER RUN","07","Congressional","1","0","659","3","660","1283","79","1362"
"2017 November General","2017-11-07 00:00:00","CHESTERFIELD COUNTY","303 - MATOACA","04","Congressional","3","0","1879","46","1882","3933","200","4133"
"2017 November General","2017-11-07 00:00:00","CHESTERFIELD COUNTY","304 - WINFREES STORE","04","Congressional","0","0","1901","8","1901","3823","151","3974"
"2017 November General","2017-11-07 00:00:00","CHESTERFIELD COUNTY","305 - BEACH","04","Congressional","1","0","696","4","697","1278","46","1324"
"2017 November General","2017-11-07 00:00:00","CHESTERFIELD COUNTY","306 - WINTERPOCK","07","Congressional","2","0","1932","9","1934","3610","123","3733"
"2017 November General","2017-11-07 00:00:00","CHESTERFIELD COUNTY","307 - COSBY","07","Congressional","2","0","2032","6","2034","4233","245","4478"
"2017 November General","2017-11-07 00:00:00","CHESTERFIELD COUNTY","308 - SOUTH MANCHESTER","07","Congressional","2","0","528","0","530","1250","139","1389"
"2017 November General","2017-11-07 00:00:00","CHESTERFIELD COUNTY","309 - SKINQUARTER","07","Congressional","3","0","2725","11","2728","5436","157","5593"
"2017 November General","2017-11-07 00:00:00","CHESTERFIELD COUNTY","310 - TOMAHAWK","07","Congressional","0","0","1748","25","1748","3203","132","3335"
"2017 November General","2017-11-07 00:00:00","CHESTERFIELD COUNTY","313 - WOOLRIDGE","07","Congressional","2","0","2321","5","2323","4202","209","4411"
"2017 November General","2017-11-07 00:00:00","CHESTERFIELD COUNTY","315 - BAILEY BRIDGE","07","Congressional","3","0","1785","1","1788","3290","137","3427"
"2017 November General","2017-11-07 00:00:00","CHESTERFIELD COUNTY","316 - SPRING RUN","07","Congressional","2","0","1474","7","1476","3100","182","3282"
"2017 November General","2017-11-07 00:00:00","CHESTERFIELD COUNTY","317 - BIRKDALE","07","Congressional","1","0","2147","71","2148","3884","165","4049"
"2017 November General","2017-11-07 00:00:00","CHESTERFIELD COUNTY","318 - WEST BEACH","07","Congressional","1","0","571","3","572","1076","38","1114"
"2017 November General","2017-11-07 00:00:00","CHESTERFIELD COUNTY","401 - HARBOUR POINTE","07","Congressional","1","0","1125","11","1126","1971","110","2081"
"2017 November General","2017-11-07 00:00:00","CHESTERFIELD COUNTY","402 - GENITO","07","Congressional","0","0","2402","27","2402","5346","296","5642"
"2017 November General","2017-11-07 00:00:00","CHESTERFIELD COUNTY","403 - BRANDERMILL","07","Congressional","6","0","1829","93","1835","3326","170","3496"
"2017 November General","2017-11-07 00:00:00","CHESTERFIELD COUNTY","404 - PROVIDENCE","07","Congressional","0","0","1541","19","1541","2861","135","2996"
"2017 November General","2017-11-07 00:00:00","CHESTERFIELD COUNTY","405 - LA PRADE","07","Congressional","0","0","1779","15","1779","3018","126","3144"
"2017 November General","2017-11-07 00:00:00","CHESTERFIELD COUNTY","406 - SMOKETREE","07","Congressional","0","0","1629","5","1629","2538","95","2633"
"2017 November General","2017-11-07 00:00:00","CHESTERFIELD COUNTY","407 - MONACAN","07","Congressional","2","0","1027","19","1029","1746","70","1816"
"2017 November General","2017-11-07 00:00:00","CHESTERFIELD COUNTY","408 - REAMS","07","Congressional","5","0","2053","65","2058","4116","260","4376"
"2017 November General","2017-11-07 00:00:00","CHESTERFIELD COUNTY","409 - MANCHESTER","07","Congressional","0","0","923","12","923","1556","65","1621"
"2017 November General","2017-11-07 00:00:00","CHESTERFIELD COUNTY","410 - WAGSTAFF","07","Congressional","0","0","964","12","964","1828","92","1920"
"2017 November General","2017-11-07 00:00:00","CHESTERFIELD COUNTY","411 - SWIFT CREEK","07","Congressional","4","0","1725","22","1729","3009","151","3160"
"2017 November General","2017-11-07 00:00:00","CHESTERFIELD COUNTY","413 - SHENANDOAH","07","Congressional","1","0","1440","20","1441","2694","184","2878"
"2017 November General","2017-11-07 00:00:00","CHESTERFIELD COUNTY","414 - CRENSHAW","07","Congressional","2","0","2038","8","2040","4750","376","5126"
"2017 November General","2017-11-07 00:00:00","CHESTERFIELD COUNTY","415 - EVERGREEN","07","Congressional","1","0","1715","4","1716","3144","123","3267"
"2017 November General","2017-11-07 00:00:00","CHESTERFIELD COUNTY","416 - EVERGREEN WEST","07","Congressional","0","0","804","1","804","1732","78","1810"
"2017 November General","2017-11-07 00:00:00","CHESTERFIELD COUNTY","417 - EDGEWATER","07","Congressional","0","0","816","7","816","1507","71","1578"
"2017 November General","2017-11-07 00:00:00","CHESTERFIELD COUNTY","501 - HUGUENOT","07","Congressional","1","0","1238","53","1239","2270","123","2393"
"2017 November General","2017-11-07 00:00:00","CHESTERFIELD COUNTY","502 - CRESTWOOD","07","Congressional","2","0","1008","7","1010","1576","65","1641"
"2017 November General","2017-11-07 00:00:00","CHESTERFIELD COUNTY","503 - MIDLOTHIAN","07","Congressional","0","0","1680","64","1680","3149","127","3276"
"2017 November General","2017-11-07 00:00:00","CHESTERFIELD COUNTY","504 - ROBIOUS","07","Congressional","5","0","2724","53","2729","4505","152","4657"
"2017 November General","2017-11-07 00:00:00","CHESTERFIELD COUNTY","505 - BON AIR","07","Congressional","0","0","1981","0","1981","2989","113","3102"
"2017 November General","2017-11-07 00:00:00","CHESTERFIELD COUNTY","506 - GREENFIELD","07","Congressional","1","0","1713","23","1714","2985","185","3170"
"2017 November General","2017-11-07 00:00:00","CHESTERFIELD COUNTY","507 - SALISBURY","07","Congressional","2","0","2475","28","2477","4007","132","4139"
"2017 November General","2017-11-07 00:00:00","CHESTERFIELD COUNTY","508 - BELGRADE","07","Congressional","3","0","1590","66","1593","3270","182","3452"
"2017 November General","2017-11-07 00:00:00","CHESTERFIELD COUNTY","509 - CRANBECK","07","Congressional","1","0","1065","13","1066","2142","123","2265"
"2017 November General","2017-11-07 00:00:00","CHESTERFIELD COUNTY","510 - SYCAMORE","07","Congressional","1","0","1864","21","1865","3084","112","3196"
"2017 November General","2017-11-07 00:00:00","CHESTERFIELD COUNTY","511 - BLACK HEATH","07","Congressional","1","0","1295","0","1296","2004","58","2062"
"2017 November General","2017-11-07 00:00:00","CHESTERFIELD COUNTY","513 - BEAUFONT","07","Congressional","0","0","676","2","676","1623","173","1796"
"2017 November General","2017-11-07 00:00:00","CHESTERFIELD COUNTY","514 - WATKINS","07","Congressional","1","0","2071","7","2072","3575","161","3736"
"2017 November General","2017-11-07 00:00:00","CHESTERFIELD COUNTY","515 - DAVIS","07","Congressional","2","0","1243","21","1245","2765","227","2992"
"2017 November General","2017-11-07 00:00:00","CHESTERFIELD COUNTY","516 - POCOSHOCK","07","Congressional","1","0","857","7","858","1750","89","1839"
"2017 November General","2017-11-07 00:00:00","CHESTERFIELD COUNTY","517 - ROSELAND","07","Congressional","0","0","712","2","712","1217","21","1238"
"2017 November General","2017-11-07 00:00:00","CHESTERFIELD COUNTY","518 - MIDLOTHIAN NORTH","07","Congressional","3","0","2025","22","2028","3497","164","3661"
"2017 November General","2017-11-07 00:00:00","CLARKE COUNTY","##Central Absentee","00","Local","0","142","0","0","142","0","0","0"
"2017 November General","2017-11-07 00:00:00","CLARKE COUNTY","##Central Absentee","00","Local","0","286","0","2","286","0","0","0"
"2017 November General","2017-11-07 00:00:00","CLARKE COUNTY","##Central Absentee","00","Local","0","428","0","2","428","0","0","0"
"2017 November General","2017-11-07 00:00:00","CLARKE COUNTY","##Central Absentee","10","Congressional","0","428","0","0","428","0","0","0"
"2017 November General","2017-11-07 00:00:00","CLARKE COUNTY","101 - RUSSELL","10","Congressional","0","0","1065","6","1065","2114","89","2203"
"2017 November General","2017-11-07 00:00:00","CLARKE COUNTY","201 - BERRYVILLE","10","Congressional","3","0","925","4","928","1835","126","1961"
"2017 November General","2017-11-07 00:00:00","CLARKE COUNTY","301 - MILLWOOD","10","Congressional","0","0","167","0","167","1535","88","1623"
"2017 November General","2017-11-07 00:00:00","CLARKE COUNTY","301 - MILLWOOD","10","Congressional","0","0","611","4","611","1535","88","1623"
"2017 November General","2017-11-07 00:00:00","CLARKE COUNTY","302 - PINE GROVE","10","Congressional","1","0","345","0","346","647","44","691"
"2017 November General","2017-11-07 00:00:00","CLARKE COUNTY","401 - WHITE POST","10","Congressional","1","0","1017","5","1018","2013","105","2118"
"2017 November General","2017-11-07 00:00:00","CLARKE COUNTY","501 - BUCKMARSH","10","Congressional","0","0","735","3","735","1428","82","1510"
"2017 November General","2017-11-07 00:00:00","CLARKE COUNTY","502 - BLUE RIDGE","10","Congressional","2","0","281","0","283","526","21","547"
"2017 November General","2017-11-07 00:00:00","COLONIAL HEIGHTS CITY","##Central Absentee","00","Local","0","509","0","0","509","0","0","0"
"2017 November General","2017-11-07 00:00:00","COLONIAL HEIGHTS CITY","##Central Absentee","04","Congressional","0","509","0","0","509","0","0","0"
"2017 November General","2017-11-07 00:00:00","COLONIAL HEIGHTS CITY","001 - FIRST","04","Congressional","0","0","631","0","631","1761","166","1927"
"2017 November General","2017-11-07 00:00:00","COLONIAL HEIGHTS CITY","002 - SECOND","04","Congressional","1","0","750","2","751","1986","189","2175"
"2017 November General","2017-11-07 00:00:00","COLONIAL HEIGHTS CITY","003 - THIRD","04","Congressional","2","0","934","2","936","2277","174","2451"
"2017 November General","2017-11-07 00:00:00","COLONIAL HEIGHTS CITY","004 - FOURTH","04","Congressional","0","0","1115","8","1115","2862","230","3092"
"2017 November General","2017-11-07 00:00:00","COLONIAL HEIGHTS CITY","005 - FIFTH","04","Congressional","0","0","1241","0","1241","2400","97","2497"
"2017 November General","2017-11-07 00:00:00","COVINGTON CITY","##Central Absentee","00","Local","0","19","33","0","52","0","0","0"
"2017 November General","2017-11-07 00:00:00","COVINGTON CITY","##Central Absentee","09","Congressional","0","19","33","0","52","0","0","0"
"2017 November General","2017-11-07 00:00:00","COVINGTON CITY","101 - PRECINCT 1-1","09","Congressional","0","0","197","0","197","543","38","581"
"2017 November General","2017-11-07 00:00:00","COVINGTON CITY","201 - PRECINCT 2-1","09","Congressional","0","0","245","0","245","649","53","702"
"2017 November General","2017-11-07 00:00:00","COVINGTON CITY","301 - PRECINCT 3-1","09","Congressional","0","0","205","0","205","648","69","717"
"2017 November General","2017-11-07 00:00:00","COVINGTON CITY","401 - PRECINCT 4-1","09","Congressional","0","0","352","0","352","781","40","821"
"2017 November General","2017-11-07 00:00:00","COVINGTON CITY","501 - PRECINCT 5-1","09","Congressional","0","0","295","0","295","742","34","776"
"2017 November General","2017-11-07 00:00:00","CRAIG COUNTY","101 - COURT HOUSE","09","Congressional","0","13","311","0","324","672","39","711"
"2017 November General","2017-11-07 00:00:00","CRAIG COUNTY","201 - AMMENDALE PRECINCT","09","Congressional","0","9","387","1","396","743","42","785"
"2017 November General","2017-11-07 00:00:00","CRAIG COUNTY","301 - GIVENS & REYNOLDS STORE","09","Congressional","0","5","232","2","237","426","19","445"
"2017 November General","2017-11-07 00:00:00","CRAIG COUNTY","303 - MARSHALLS STORE","09","Congressional","0","12","184","0","196","330","22","352"
"2017 November General","2017-11-07 00:00:00","CRAIG COUNTY","401 - BARBOURS CREEK","09","Congressional","0","6","153","2","159","317","16","333"
"2017 November General","2017-11-07 00:00:00","CRAIG COUNTY","402 - PAINT BANK","09","Congressional","0","2","34","0","36","63","7","70"
"2017 November General","2017-11-07 00:00:00","CRAIG COUNTY","403 - CRAIG SPRINGS","09","Congressional","1","8","170","1","179","331","31","362"
"2017 November General","2017-11-07 00:00:00","CRAIG COUNTY","501 - CRAIG CITY","09","Congressional","0","13","304","0","317","707","42","749"
"2017 November General","2017-11-07 00:00:00","CULPEPER COUNTY","##Central Absentee","00","Local","0","235","0","0","235","0","0","0"
