"election","election_date","locality","precinct","district","district_type","provisional_ballots","absentee_ballots","in_person_ballots","in_person_curbside_ballots","TotalVoteTurnout","ActiveRegisteredVoters","InactiveRegisteredVoters","TotalRegisteredVoters"
"2017 November General","2017-11-07 00:00:00","ACCOMACK COUNTY","##Central Absentee","00","Local","0","752","0","0","752","0","0","0"
"2017 November General","2017-11-07 00:00:00","ACCOMACK COUNTY","##Central Absentee","02","Congressional","0","752","0","0","752","0","0","0"
"2017 November General","2017-11-07 00:00:00","ACCOMACK COUNTY","101 - CHINCOTEAGUE","02","Congressional","0","0","1169","0","1169","2406","149","2555"
"2017 November General","2017-11-07 00:00:00","ACCOMACK COUNTY","201 - ATLANTIC","02","Congressional","0","0","529","0","529","1084","65","1149"
"2017 November General","2017-11-07 00:00:00","ACCOMACK COUNTY","202 - GREENBACKVILLE","02","Congressional","0","0","658","0","658","1541","117","1658"
"2017 November General","2017-11-07 00:00:00","ACCOMACK COUNTY","301 - NEW CHURCH","02","Congressional","1","0","731","0","732","2302","258","2560"
"2017 November General","2017-11-07 00:00:00","ACCOMACK COUNTY","401 - BLOXOM","02","Congressional","0","0","317","0","317","750","47","797"
"2017 November General","2017-11-07 00:00:00","ACCOMACK COUNTY","402 - PARKSLEY","02","Congressional","0","0","524","0","524","1097","65","1162"
"2017 November General","2017-11-07 00:00:00","ACCOMACK COUNTY","403 - SAXIS","02","Congressional","0","0","140","0","140","311","18","329"
"2017 November General","2017-11-07 00:00:00","ACCOMACK COUNTY","501 - MAPPSVILLE","02","Congressional","0","0","408","0","408","1071","58","1129"
"2017 November General","2017-11-07 00:00:00","ACCOMACK COUNTY","502 - RUE","02","Congressional","0","0","342","0","342","977","71","1048"
"2017 November General","2017-11-07 00:00:00","ACCOMACK COUNTY","601 - ACCOMAC","02","Congressional","0","0","835","0","835","1830","144","1974"
"2017 November General","2017-11-07 00:00:00","ACCOMACK COUNTY","602 - TANGIER","02","Congressional","0","0","174","0","174","366","3","369"
"2017 November General","2017-11-07 00:00:00","ACCOMACK COUNTY","701 - NANDUA","02","Congressional","0","0","1451","0","1451","2670","166","2836"
"2017 November General","2017-11-07 00:00:00","ACCOMACK COUNTY","801 - BOBTOWN","02","Congressional","0","0","481","0","481","880","35","915"
"2017 November General","2017-11-07 00:00:00","ACCOMACK COUNTY","802 - MELFA","02","Congressional","0","0","578","0","578","1272","72","1344"
"2017 November General","2017-11-07 00:00:00","ACCOMACK COUNTY","803 - WACHAPREAGUE","02","Congressional","0","0","412","0","412","737","30","767"
"2017 November General","2017-11-07 00:00:00","ACCOMACK COUNTY","901 - PAINTER","02","Congressional","0","0","1222","0","1222","2640","133","2773"
"2017 November General","2017-11-07 00:00:00","ALBEMARLE COUNTY","##Central Absentee","00","Local","0","303","0","0","303","0","0","0"
"2017 November General","2017-11-07 00:00:00","ALBEMARLE COUNTY","##Central Absentee","00","Local","0","849","1","0","850","0","0","0"
"2017 November General","2017-11-07 00:00:00","ALBEMARLE COUNTY","##Central Absentee","00","Local","0","881","0","0","881","0","0","0"
"2017 November General","2017-11-07 00:00:00","ALBEMARLE COUNTY","##Central Absentee","00","Local","0","884","1","0","885","0","0","0"
"2017 November General","2017-11-07 00:00:00","ALBEMARLE COUNTY","##Central Absentee","00","Local","0","2917","2","0","2919","0","0","0"
"2017 November General","2017-11-07 00:00:00","ALBEMARLE COUNTY","##Central Absentee","05","Congressional","2","2917","2","0","2921","0","0","0"
"2017 November General","2017-11-07 00:00:00","ALBEMARLE COUNTY","101 - WOODBROOK","05","Congressional","1","0","1617","4","1618","2803","184","2987"
"2017 November General","2017-11-07 00:00:00","ALBEMARLE COUNTY","103 - BRANCHLANDS","05","Congressional","5","0","577","1","582","1210","110","1320"
"2017 November General","2017-11-07 00:00:00","ALBEMARLE COUNTY","104 - AGNOR-HURT","05","Congressional","3","0","1147","1","1150","2283","186","2469"
"2017 November General","2017-11-07 00:00:00","ALBEMARLE COUNTY","105 - DUNLORA","05","Congressional","3","0","1774","10","1777","2926","179","3105"
"2017 November General","2017-11-07 00:00:00","ALBEMARLE COUNTY","106 - NORTHSIDE","05","Congressional","4","0","1698","3","1702","3188","157","3345"
"2017 November General","2017-11-07 00:00:00","ALBEMARLE COUNTY","201 - JACK JOUETT","05","Congressional","0","0","1255","0","1255","","",""
"2017 November General","2017-11-07 00:00:00","ALBEMARLE COUNTY","202 - UNIVERSITY","05","Congressional","22","0","1704","1","1726","4596","486","5082"
"2017 November General","2017-11-07 00:00:00","ALBEMARLE COUNTY","203 - GEORGETOWN","05","Congressional","3","0","1269","3","1272","2829","348","3177"
"2017 November General","2017-11-07 00:00:00","ALBEMARLE COUNTY","204 - BELFIELD","05","Congressional","6","0","731","17","737","","",""
"2017 November General","2017-11-07 00:00:00","ALBEMARLE COUNTY","301 - IVY","05","Congressional","6","0","2377","2","2383","3731","169","3900"
"2017 November General","2017-11-07 00:00:00","ALBEMARLE COUNTY","302 - RED HILL","05","Congressional","4","0","1592","9","1596","2793","109","2902"
"2017 November General","2017-11-07 00:00:00","ALBEMARLE COUNTY","304 - EAST IVY","05","Congressional","0","0","629","2","629","1007","43","1050"
"2017 November General","2017-11-07 00:00:00","ALBEMARLE COUNTY","305 - COUNTRY GREEN","05","Congressional","1","0","1362","7","1363","2343","117","2460"
"2017 November General","2017-11-07 00:00:00","ALBEMARLE COUNTY","306 - PORTERS","05","Congressional","1","0","748","13","749","1506","58","1564"
"2017 November General","2017-11-07 00:00:00","ALBEMARLE COUNTY","307 - YELLOW MOUNTAIN","05","Congressional","1","0","385","0","386","662","42","704"
"2017 November General","2017-11-07 00:00:00","ALBEMARLE COUNTY","401 - SCOTTSVILLE","05","Congressional","0","0","803","1","803","1526","78","1604"
"2017 November General","2017-11-07 00:00:00","ALBEMARLE COUNTY","402 - MONTICELLO","05","Congressional","1","0","744","3","745","1422","77","1499"
"2017 November General","2017-11-07 00:00:00","ALBEMARLE COUNTY","405 - CALE","05","Congressional","4","0","2478","0","2482","","",""
"2017 November General","2017-11-07 00:00:00","ALBEMARLE COUNTY","406 - STONE ROBINSON","05","Congressional","3","0","1730","1","1733","2903","114","3017"
"2017 November General","2017-11-07 00:00:00","ALBEMARLE COUNTY","501 - KESWICK","05","Congressional","1","0","768","0","769","1374","68","1442"
"2017 November General","2017-11-07 00:00:00","ALBEMARLE COUNTY","502 - STONY POINT","05","Congressional","0","0","909","5","909","1513","62","1575"
"2017 November General","2017-11-07 00:00:00","ALBEMARLE COUNTY","503 - HOLLYMEAD","05","Congressional","2","0","1388","1","1390","2408","161","2569"
"2017 November General","2017-11-07 00:00:00","ALBEMARLE COUNTY","504 - FREE BRIDGE","05","Congressional","5","0","206","0","211","","",""
"2017 November General","2017-11-07 00:00:00","ALBEMARLE COUNTY","504 - FREE BRIDGE","05","Congressional","5","0","2123","4","2128","","",""
"2017 November General","2017-11-07 00:00:00","ALBEMARLE COUNTY","506 - BAKER-BUTLER","05","Congressional","1","0","1796","0","1797","3016","160","3176"
"2017 November General","2017-11-07 00:00:00","ALBEMARLE COUNTY","601 - CROZET","05","Congressional","8","0","2304","1","2312","","",""
"2017 November General","2017-11-07 00:00:00","ALBEMARLE COUNTY","602 - FREE UNION","05","Congressional","3","0","786","0","789","1353","47","1400"
"2017 November General","2017-11-07 00:00:00","ALBEMARLE COUNTY","603 - EARLYSVILLE","05","Congressional","1","0","1848","6","1849","3012","108","3120"
"2017 November General","2017-11-07 00:00:00","ALBEMARLE COUNTY","604 - BROWNSVILLE","05","Congressional","2","0","2692","2","2694","","",""
"2017 November General","2017-11-07 00:00:00","ALEXANDRIA CITY","##Central Absentee","00","Local","0","2414","0","0","2414","0","0","0"
"2017 November General","2017-11-07 00:00:00","ALEXANDRIA CITY","##Central Absentee","00","Local","0","3862","0","0","3862","0","0","0"
"2017 November General","2017-11-07 00:00:00","ALEXANDRIA CITY","##Central Absentee","00","Local","0","6276","0","0","6276","0","0","0"
"2017 November General","2017-11-07 00:00:00","ALEXANDRIA CITY","##Central Absentee","08","Congressional","5","6276","0","0","6281","0","0","0"
"2017 November General","2017-11-07 00:00:00","ALEXANDRIA CITY","101 - LADREY SENIOR BUILDING","08","Congressional","6","0","1293","1","1299","2501","225","2726"
"2017 November General","2017-11-07 00:00:00","ALEXANDRIA CITY","102 - CITY HALL","08","Congressional","5","0","1342","2","1347","2504","210","2714"
"2017 November General","2017-11-07 00:00:00","ALEXANDRIA CITY","103 - LYLES CROUCH SCHOOL","08","Congressional","8","0","1967","8","1975","3575","460","4035"
"2017 November General","2017-11-07 00:00:00","ALEXANDRIA CITY","104 - DURANT CENTER","08","Congressional","3","0","1502","7","1505","2795","421","3216"
"2017 November General","2017-11-07 00:00:00","ALEXANDRIA CITY","105 - LEE CENTER","08","Congressional","9","0","2078","5","2087","4388","602","4990"
"2017 November General","2017-11-07 00:00:00","ALEXANDRIA CITY","106 - CORA KELLY","08","Congressional","9","0","2022","6","2031","4096","595","4691"
"2017 November General","2017-11-07 00:00:00","ALEXANDRIA CITY","107 - MT VERNON RECREATION CENTER","08","Congressional","7","0","2448","2","2455","4037","426","4463"
"2017 November General","2017-11-07 00:00:00","ALEXANDRIA CITY","108 - GEORGE WASHINGTON MIDDLE SCH","08","Congressional","8","0","2417","0","2425","3947","393","4340"
"2017 November General","2017-11-07 00:00:00","ALEXANDRIA CITY","109 - FIRE DEPARTMENT HEADQUARTERS","08","Congressional","7","0","1408","3","1415","2461","217","2678"
"2017 November General","2017-11-07 00:00:00","ALEXANDRIA CITY","110 - CHARLES HOUSTON CENTER","08","Congressional","6","0","1498","0","1504","3002","424","3426"
"2017 November General","2017-11-07 00:00:00","ALEXANDRIA CITY","111 - POTOMAC YARD","08","Congressional","7","0","716","0","723","1499","100","1599"
"2017 November General","2017-11-07 00:00:00","ALEXANDRIA CITY","201 - MAURY SCHOOL","08","Congressional","4","0","1729","3","1733","2693","212","2905"
"2017 November General","2017-11-07 00:00:00","ALEXANDRIA CITY","202 - GEORGE MASON SCHOOL","08","Congressional","6","0","1758","1","1764","2675","124","2799"
"2017 November General","2017-11-07 00:00:00","ALEXANDRIA CITY","203 - AGUDAS ACHIM SYNAGOGUE","08","Congressional","3","0","1686","3","1689","2742","288","3030"
"2017 November General","2017-11-07 00:00:00","ALEXANDRIA CITY","204 - BLESSED SACRAMENT CHURCH","08","Congressional","1","0","1618","1","1619","2537","158","2695"
"2017 November General","2017-11-07 00:00:00","ALEXANDRIA CITY","205 - DOUGLAS MACARTHUR SCHOOL","08","Congressional","4","0","1950","0","1954","3566","410","3976"
"2017 November General","2017-11-07 00:00:00","ALEXANDRIA CITY","206 - CHINQUAPIN PARK RECREATION CTR","08","Congressional","6","0","1420","0","1426","2759","365","3124"
"2017 November General","2017-11-07 00:00:00","ALEXANDRIA CITY","207 - TEMPLE BETH EL SYNAGOGUE","08","Congressional","7","0","1890","4","1897","3705","303","4008"
"2017 November General","2017-11-07 00:00:00","ALEXANDRIA CITY","208 - NOVA ARTS CENTER","08","Congressional","8","0","1572","1","1580","3774","669","4443"
"2017 November General","2017-11-07 00:00:00","ALEXANDRIA CITY","209 - JAMES K POLK SCHOOL","08","Congressional","6","0","1817","0","1823","3766","503","4269"
"2017 November General","2017-11-07 00:00:00","ALEXANDRIA CITY","210 - The Hermitage","08","Congressional","6","0","893","2","899","2010","229","2239"
"2017 November General","2017-11-07 00:00:00","ALEXANDRIA CITY","302 - PATRICK HENRY REC CENTER","08","Congressional","9","0","1188","0","1197","2981","434","3415"
"2017 November General","2017-11-07 00:00:00","ALEXANDRIA CITY","303 - CHARLES E BEATLEY LIBRARY","08","Congressional","16","0","1491","2","1507","3488","477","3965"
"2017 November General","2017-11-07 00:00:00","ALEXANDRIA CITY","304 - SAMUEL TUCKER SCHOOL","08","Congressional","11","0","1990","1","2001","4923","827","5750"
"2017 November General","2017-11-07 00:00:00","ALEXANDRIA CITY","305 - JOHN ADAMS SCHOOL","08","Congressional","6","0","1389","3","1395","3689","744","4433"
"2017 November General","2017-11-07 00:00:00","ALEXANDRIA CITY","306 - WILLIAM RAMSAY SCHOOL","08","Congressional","8","0","1512","0","1520","3810","545","4355"
"2017 November General","2017-11-07 00:00:00","ALEXANDRIA CITY","307 - SOUTH PORT","08","Congressional","5","0","1424","1","1429","3201","360","3561"
"2017 November General","2017-11-07 00:00:00","ALEXANDRIA CITY","308 - CAMERON STATION COMMUNITY CTR","08","Congressional","3","0","1877","0","1880","3388","383","3771"
"2017 November General","2017-11-07 00:00:00","ALLEGHANY COUNTY","##Central Absentee","00","Local","0","53","130","0","183","0","0","0"
"2017 November General","2017-11-07 00:00:00","ALLEGHANY COUNTY","##Central Absentee","09","Congressional","0","53","130","0","183","0","0","0"
"2017 November General","2017-11-07 00:00:00","ALLEGHANY COUNTY","101 - ARRITT","09","Congressional","0","0","392","1","392","1030","46","1076"
"2017 November General","2017-11-07 00:00:00","ALLEGHANY COUNTY","103 - DAMERON","09","Congressional","0","0","165","0","165","337","24","361"
"2017 November General","2017-11-07 00:00:00","ALLEGHANY COUNTY","201 - HUMPBACK BRIDGE","09","Congressional","0","0","256","0","256","559","36","595"
"2017 November General","2017-11-07 00:00:00","ALLEGHANY COUNTY","202 - DOLLY ANN","09","Congressional","0","0","312","2","312","757","43","800"
"2017 November General","2017-11-07 00:00:00","ALLEGHANY COUNTY","301 - CALLAGHAN","09","Congressional","0","0","240","0","240","567","28","595"
"2017 November General","2017-11-07 00:00:00","ALLEGHANY COUNTY","302 - GRIFFITH","09","Congressional","0","0","454","0","454","983","43","1026"
"2017 November General","2017-11-07 00:00:00","ALLEGHANY COUNTY","401 - LOW MOOR","09","Congressional","0","0","316","0","316","745","23","768"
"2017 November General","2017-11-07 00:00:00","ALLEGHANY COUNTY","402 - JACKSON HEIGHTS","09","Congressional","0","0","389","0","389","890","37","927"
"2017 November General","2017-11-07 00:00:00","ALLEGHANY COUNTY","501 - IRON GATE","09","Congressional","0","0","167","2","167","393","17","410"
"2017 November General","2017-11-07 00:00:00","ALLEGHANY COUNTY","502 - PETERS SWITCH","09","Congressional","0","0","472","0","472","1068","30","1098"
"2017 November General","2017-11-07 00:00:00","ALLEGHANY COUNTY","601 - DISTRICT 1","09","Congressional","0","0","655","2","655","1411","59","1470"
"2017 November General","2017-11-07 00:00:00","ALLEGHANY COUNTY","701 - DISTRICT 2","09","Congressional","0","0","416","1","416","1159","65","1224"
"2017 November General","2017-11-07 00:00:00","AMELIA COUNTY","##Central Absentee","00","Local","0","326","0","0","326","0","0","0"
"2017 November General","2017-11-07 00:00:00","AMELIA COUNTY","##Central Absentee","07","Congressional","0","326","0","0","326","0","0","0"
"2017 November General","2017-11-07 00:00:00","AMELIA COUNTY","101 - NUMBER ONE","07","Congressional","2","0","706","4","708","1581","70","1651"
"2017 November General","2017-11-07 00:00:00","AMELIA COUNTY","201 - NUMBER TWO","07","Congressional","2","0","938","0","940","1777","55","1832"
"2017 November General","2017-11-07 00:00:00","AMELIA COUNTY","301 - NUMBER THREE","07","Congressional","2","0","873","0","875","1796","75","1871"
"2017 November General","2017-11-07 00:00:00","AMELIA COUNTY","401 - NUMBER FOUR","07","Congressional","3","0","828","0","831","1712","68","1780"
"2017 November General","2017-11-07 00:00:00","AMELIA COUNTY","501 - NUMBER FIVE","07","Congressional","0","0","960","0","960","1945","79","2024"
"2017 November General","2017-11-07 00:00:00","AMHERST COUNTY","##Central Absentee","00","Local","0","142","0","0","142","0","0","0"
"2017 November General","2017-11-07 00:00:00","AMHERST COUNTY","##Central Absentee","00","Local","0","312","0","0","312","0","0","0"
"2017 November General","2017-11-07 00:00:00","AMHERST COUNTY","##Central Absentee","00","Local","0","454","0","0","454","0","0","0"
"2017 November General","2017-11-07 00:00:00","AMHERST COUNTY","##Central Absentee","06","Congressional","0","454","0","0","454","0","0","0"
"2017 November General","2017-11-07 00:00:00","AMHERST COUNTY","101 - WRIGHT SHOP","06","Congressional","0","0","626","0","626","1464","67","1531"
"2017 November General","2017-11-07 00:00:00","AMHERST COUNTY","102 - NEW GLASGOW","06","Congressional","0","0","824","0","824","1840","91","1931"
"2017 November General","2017-11-07 00:00:00","AMHERST COUNTY","103 - COOLWELL","06","Congressional","0","0","410","0","410","885","48","933"
"2017 November General","2017-11-07 00:00:00","AMHERST COUNTY","201 - COURT HOUSE","06","Congressional","1","0","1412","0","1413","2783","180","2963"
"2017 November General","2017-11-07 00:00:00","AMHERST COUNTY","202 - TEMPERANCE","06","Congressional","0","0","519","0","519","1090","37","1127"
"2017 November General","2017-11-07 00:00:00","AMHERST COUNTY","301 - MONROE","06","Congressional","2","0","571","0","573","1136","70","1206"
"2017 November General","2017-11-07 00:00:00","AMHERST COUNTY","302 - ELON","06","Congressional","0","0","361","0","361","2607","94","2701"
"2017 November General","2017-11-07 00:00:00","AMHERST COUNTY","302 - ELON","06","Congressional","0","0","1054","0","1054","2607","94","2701"
"2017 November General","2017-11-07 00:00:00","AMHERST COUNTY","303 - PLEASANT VIEW","06","Congressional","1","0","342","0","343","629","30","659"
"2017 November General","2017-11-07 00:00:00","AMHERST COUNTY","401 - AMELON","06","Congressional","0","0","397","0","397","3145","186","3331"
"2017 November General","2017-11-07 00:00:00","AMHERST COUNTY","401 - AMELON","06","Congressional","0","0","1085","0","1085","3145","186","3331"
"2017 November General","2017-11-07 00:00:00","AMHERST COUNTY","402 - LONCO","06","Congressional","0","0","342","0","342","894","48","942"
"2017 November General","2017-11-07 00:00:00","AMHERST COUNTY","501 - MADISON","06","Congressional","0","0","1411","0","1411","3346","187","3533"
"2017 November General","2017-11-07 00:00:00","APPOMATTOX COUNTY","##Central Absentee","00","Local","0","196","0","0","196","0","0","0"
"2017 November General","2017-11-07 00:00:00","APPOMATTOX COUNTY","##Central Absentee","05","Congressional","0","196","0","0","196","0","0","0"
"2017 November General","2017-11-07 00:00:00","APPOMATTOX COUNTY","101 - VERA","05","Congressional","0","0","391","0","391","764","25","789"
"2017 November General","2017-11-07 00:00:00","APPOMATTOX COUNTY","102 - PAMPLIN","05","Congressional","0","0","682","1","682","1359","47","1406"
"2017 November General","2017-11-07 00:00:00","APPOMATTOX COUNTY","201 - CHAP","05","Congressional","0","0","230","0","230","550","43","593"
"2017 November General","2017-11-07 00:00:00","APPOMATTOX COUNTY","202 - SPOUT SPRING","05","Congressional","0","0","833","0","833","1624","58","1682"
"2017 November General","2017-11-07 00:00:00","APPOMATTOX COUNTY","301 - US  460","05","Congressional","0","0","508","3","508","943","34","977"
"2017 November General","2017-11-07 00:00:00","APPOMATTOX COUNTY","302 - STONEWALL","05","Congressional","1","0","599","3","600","1184","46","1230"
"2017 November General","2017-11-07 00:00:00","APPOMATTOX COUNTY","401 - COURTHOUSE","05","Congressional","0","0","789","5","789","1881","98","1979"
"2017 November General","2017-11-07 00:00:00","APPOMATTOX COUNTY","501 - OAKVILLE","05","Congressional","0","0","670","5","670","1422","50","1472"
"2017 November General","2017-11-07 00:00:00","APPOMATTOX COUNTY","502 - AGEE","05","Congressional","0","0","283","0","283","577","23","600"
"2017 November General","2017-11-07 00:00:00","ARLINGTON COUNTY","##Central Absentee","00","Local","0","716","0","0","716","0","0","0"
"2017 November General","2017-11-07 00:00:00","ARLINGTON COUNTY","##Central Absentee","00","Local","0","1773","0","0","1773","0","0","0"
"2017 November General","2017-11-07 00:00:00","ARLINGTON COUNTY","##Central Absentee","00","Local","0","3945","0","0","3945","0","0","0"
"2017 November General","2017-11-07 00:00:00","ARLINGTON COUNTY","##Central Absentee","00","Local","0","5811","0","0","5811","0","0","0"
"2017 November General","2017-11-07 00:00:00","ARLINGTON COUNTY","##Central Absentee","00","Local","0","12245","0","0","12245","0","0","0"
"2017 November General","2017-11-07 00:00:00","ARLINGTON COUNTY","##Central Absentee","08","Congressional","4","12245","0","0","12249","0","0","0"
"2017 November General","2017-11-07 00:00:00","ARLINGTON COUNTY","001 - ARLINGTON","08","Congressional","8","0","1206","2","1214","2660","258","2918"
"2017 November General","2017-11-07 00:00:00","ARLINGTON COUNTY","002 - ASHTON HEIGHTS","08","Congressional","1","0","1561","5","1562","2974","337","3311"
"2017 November General","2017-11-07 00:00:00","ARLINGTON COUNTY","003 - AURORA HILLS","08","Congressional","3","0","1082","0","1085","1835","124","1959"
"2017 November General","2017-11-07 00:00:00","ARLINGTON COUNTY","004 - BALLSTON","08","Congressional","1","0","1438","1","1439","2906","306","3212"
"2017 November General","2017-11-07 00:00:00","ARLINGTON COUNTY","005 - BARCROFT","08","Congressional","1","0","1316","3","1317","2341","170","2511"
"2017 November General","2017-11-07 00:00:00","ARLINGTON COUNTY","006 - CRYSTAL CITY","08","Congressional","6","0","1062","2","1068","2054","530","2583"
"2017 November General","2017-11-07 00:00:00","ARLINGTON COUNTY","007 - CHERRYDALE","08","Congressional","3","0","1547","1","1550","2869","195","3064"
"2017 November General","2017-11-07 00:00:00","ARLINGTON COUNTY","008 - HUME","08","Congressional","9","0","1701","2","1710","3587","564","4151"
"2017 November General","2017-11-07 00:00:00","ARLINGTON COUNTY","009 - COLUMBIA","08","Congressional","0","0","1859","0","1859","3710","405","4115"
"2017 November General","2017-11-07 00:00:00","ARLINGTON COUNTY","010 - WILSON","08","Congressional","4","0","1729","0","1733","4013","772","4784"
"2017 November General","2017-11-07 00:00:00","ARLINGTON COUNTY","011 - EAST FALLS CHURCH","08","Congressional","1","0","1135","1","1136","1996","134","2130"
"2017 November General","2017-11-07 00:00:00","ARLINGTON COUNTY","012 - FAIRLINGTON","08","Congressional","3","0","1642","2","1645","2585","221","2806"
"2017 November General","2017-11-07 00:00:00","ARLINGTON COUNTY","013 - GLEN CARLYN","08","Congressional","0","0","1050","1","1050","2045","126","2171"
"2017 November General","2017-11-07 00:00:00","ARLINGTON COUNTY","014 - CLARENDON","08","Congressional","4","0","1107","2","1111","2253","304","2557"
"2017 November General","2017-11-07 00:00:00","ARLINGTON COUNTY","015 - LYON PARK","08","Congressional","4","0","850","2","854","1671","213","1884"
"2017 November General","2017-11-07 00:00:00","ARLINGTON COUNTY","016 - LYON VILLAGE","08","Congressional","8","0","1592","0","1600","3131","348","3479"
"2017 November General","2017-11-07 00:00:00","ARLINGTON COUNTY","017 - OVERLEE KNOLLS","08","Congressional","8","0","1719","1","1727","3110","242","3352"
"2017 November General","2017-11-07 00:00:00","ARLINGTON COUNTY","018 - PARK LANE","08","Congressional","17","0","1912","0","1929","4984","838","5822"
"2017 November General","2017-11-07 00:00:00","ARLINGTON COUNTY","019 - ROSSLYN","08","Congressional","11","0","1589","1","1600","3763","613","4375"
"2017 November General","2017-11-07 00:00:00","ARLINGTON COUNTY","020 - THRIFTON","08","Congressional","4","0","1609","10","1613","2843","142","2985"
"2017 November General","2017-11-07 00:00:00","ARLINGTON COUNTY","021 - VIRGINIA HIGHLANDS","08","Congressional","5","0","949","1","954","1948","266","2214"
"2017 November General","2017-11-07 00:00:00","ARLINGTON COUNTY","022 - ABINGDON","08","Congressional","7","0","1736","2","1743","2849","314","3163"
"2017 November General","2017-11-07 00:00:00","ARLINGTON COUNTY","023 - WESTOVER","08","Congressional","2","0","1534","2","1536","2649","175","2824"
"2017 November General","2017-11-07 00:00:00","ARLINGTON COUNTY","024 - WOODLAWN","08","Congressional","4","0","1944","3","1948","3777","304","4081"
"2017 November General","2017-11-07 00:00:00","ARLINGTON COUNTY","025 - ARLINGTON FOREST","08","Congressional","3","0","1393","4","1396","2629","203","2832"
"2017 November General","2017-11-07 00:00:00","ARLINGTON COUNTY","026 - FILLMORE","08","Congressional","4","0","1804","3","1808","3651","511","4161"
"2017 November General","2017-11-07 00:00:00","ARLINGTON COUNTY","027 - JEFFERSON","08","Congressional","1","0","425","0","426","2844","223","3067"
"2017 November General","2017-11-07 00:00:00","ARLINGTON COUNTY","027 - JEFFERSON","08","Congressional","1","0","1114","0","1115","2844","223","3067"
"2017 November General","2017-11-07 00:00:00","ARLINGTON COUNTY","028 - WAKEFIELD","08","Congressional","7","0","1657","5","1664","3398","499","3897"
"2017 November General","2017-11-07 00:00:00","ARLINGTON COUNTY","029 - DOMINION HILLS","08","Congressional","6","0","1636","2","1642","2698","159","2857"
"2017 November General","2017-11-07 00:00:00","ARLINGTON COUNTY","030 - GLEBE","08","Congressional","1","0","1335","11","1336","3033","354","3387"
"2017 November General","2017-11-07 00:00:00","ARLINGTON COUNTY","031 - LEXINGTON","08","Congressional","3","0","1627","3","1630","2804","154","2958"
"2017 November General","2017-11-07 00:00:00","ARLINGTON COUNTY","032 - OAKRIDGE","08","Congressional","3","0","635","0","638","1278","173","1451"
"2017 November General","2017-11-07 00:00:00","ARLINGTON COUNTY","033 - ROCK SPRING","08","Congressional","1","0","1696","4","1697","2946","138","3084"
"2017 November General","2017-11-07 00:00:00","ARLINGTON COUNTY","034 - YORKTOWN","08","Congressional","8","0","1491","7","1499","2579","123","2702"
"2017 November General","2017-11-07 00:00:00","ARLINGTON COUNTY","035 - MADISON","08","Congressional","5","0","1767","3","1772","3168","133","3301"
"2017 November General","2017-11-07 00:00:00","ARLINGTON COUNTY","036 - MARSHALL","08","Congressional","3","0","1679","1","1682","3218","246","3464"
"2017 November General","2017-11-07 00:00:00","ARLINGTON COUNTY","037 - NOTTINGHAM","08","Congressional","7","0","1495","1","1502","2472","129","2601"
"2017 November General","2017-11-07 00:00:00","ARLINGTON COUNTY","038 - ARLINGTON VIEW","08","Congressional","3","0","1270","1","1273","2865","435","3300"
"2017 November General","2017-11-07 00:00:00","ARLINGTON COUNTY","039 - ASHLAWN","08","Congressional","6","0","940","2","946","1636","110","1746"
"2017 November General","2017-11-07 00:00:00","ARLINGTON COUNTY","040 - VIRGINIA SQUARE","08","Congressional","13","0","1660","0","1673","3680","464","4144"
"2017 November General","2017-11-07 00:00:00","ARLINGTON COUNTY","041 - NAVY LEAGUE","08","Congressional","1","0","1209","0","1210","3075","636","3711"
"2017 November General","2017-11-07 00:00:00","ARLINGTON COUNTY","042 - SHIRLINGTON","08","Congressional","2","0","1243","2","1245","2462","395","2857"
"2017 November General","2017-11-07 00:00:00","ARLINGTON COUNTY","043 - CAMPBELL","08","Congressional","3","0","963","2","966","2454","240","2694"
"2017 November General","2017-11-07 00:00:00","ARLINGTON COUNTY","044 - DAWSON TERRACE","08","Congressional","6","0","1091","0","1097","2367","386","2753"
"2017 November General","2017-11-07 00:00:00","ARLINGTON COUNTY","045 - BUCKINGHAM","08","Congressional","6","0","1054","9","1060","2420","263","2683"
"2017 November General","2017-11-07 00:00:00","ARLINGTON COUNTY","046 - CENTRAL","08","Congressional","8","0","1575","0","1583","3506","609","4115"
"2017 November General","2017-11-07 00:00:00","ARLINGTON COUNTY","047 - FOUR MILE RUN","08","Congressional","0","0","1181","2","1181","2290","257","2546"
"2017 November General","2017-11-07 00:00:00","ARLINGTON COUNTY","048 - AUSA","08","Congressional","9","0","1029","0","1038","2356","547","2903"
"2017 November General","2017-11-07 00:00:00","ARLINGTON COUNTY","049 - MONROE","08","Congressional","1","0","841","0","842","1791","256","2047"
"2017 November General","2017-11-07 00:00:00","ARLINGTON COUNTY","050 - CRYSTAL PLAZA","08","Congressional","8","0","1083","0","1091","2676","538","3214"
"2017 November General","2017-11-07 00:00:00","ARLINGTON COUNTY","051 - TAYLOR","08","Congressional","1","0","436","0","437","791","71","862"
"2017 November General","2017-11-07 00:00:00","ARLINGTON COUNTY","052 - GUNSTON","08","Congressional","3","0","1006","3","1009","2337","368","2705"
"2017 November General","2017-11-07 00:00:00","ARLINGTON COUNTY","053 - MET PARK","08","Congressional","5","0","1195","1","1200","2464","532","2996"
"2017 November General","2017-11-07 00:00:00","ARLINGTON COUNTY","054 - GARFIELD PARK","08","Congressional","6","0","641","1","647","1382","307","1689"
